Course,University,District,Z_Score
MEDICINE,University of Moratuwa,TRINCOMALEE,1.8843
MEDICINE,University of Moratuwa,AMPARA,1.8997
MEDICINE,University of Moratuwa,PUTTALAM,1.9381
MEDICINE,University of Moratuwa,KURUNEGALA,1.8901
MEDICINE,University of Moratuwa,POLONNARUWA,1.9909
MEDICINE,University of Moratuwa,KEGALLE,1.9286
MEDICINE,University of Moratuwa,RATNAPURA,1.8706
MEDICINE,"Eastern University, Sri Lanka",GAMPAHA,1.6406
MEDICINE,"Eastern University, Sri Lanka",KALUTARA,1.7783
MEDICINE,"Eastern University, Sri Lanka",MATALE,1.6524
MEDICINE,"Eastern University, Sri Lanka",NUWARA ELIYA,1.4296
MEDICINE,"Eastern University, Sri Lanka",HAMBANTOTA,1.8366
MEDICINE,"Eastern University, Sri Lanka",MANNAR,1.6845
MEDICINE,"Eastern University, Sri Lanka",VAVUNIYA,1.9934
MEDICINE,"Eastern University, Sri Lanka",TRINCOMALEE,1.737
MEDICINE,"Eastern University, Sri Lanka",BATTICALOA,1.8413
MEDICINE,"Eastern University, Sri Lanka",AMPARA,1.8169
MEDICINE,"Eastern University, Sri Lanka",PUTTALAM,1.6762
MEDICINE,"Eastern University, Sri Lanka",ANURADHAPURA,1.5146
MEDICINE,"Eastern University, Sri Lanka",POLONNARUWA,1.4283
MEDICINE,"Eastern University, Sri Lanka",MONARAGALA,1.6018
MEDICINE,"Eastern University, Sri Lanka",KEGALLE,1.8207
MEDICINE,Rajarata University of Sri Lanka,COLOMBO,1.8772
MEDICINE,Rajarata University of Sri Lanka,GAMPAHA,1.8547
MEDICINE,Rajarata University of Sri Lanka,KALUTARA,1.8995
MEDICINE,Rajarata University of Sri Lanka,MATALE,1.8604
MEDICINE,Rajarata University of Sri Lanka,KANDY,1.8509
MEDICINE,Rajarata University of Sri Lanka,NUWARA ELIYA,1.9025
MEDICINE,Rajarata University of Sri Lanka,GALLE,1.9071
MEDICINE,Rajarata University of Sri Lanka,MATARA,1.9079
MEDICINE,Rajarata University of Sri Lanka,HAMBANTOTA,1.8525
MEDICINE,Rajarata University of Sri Lanka,VAVUNIYA,1.998
MEDICINE,Rajarata University of Sri Lanka,TRINCOMALEE,1.862
MEDICINE,Rajarata University of Sri Lanka,BATTICALOA,1.8601
MEDICINE,Rajarata University of Sri Lanka,AMPARA,1.8566
MEDICINE,Rajarata University of Sri Lanka,PUTTALAM,1.8496
MEDICINE,Rajarata University of Sri Lanka,KURUNEGALA,1.8596
MEDICINE,Rajarata University of Sri Lanka,ANURADHAPURA,1.8506
MEDICINE,Rajarata University of Sri Lanka,POLONNARUWA,1.9345
MEDICINE,Rajarata University of Sri Lanka,BADULLA,1.8525
MEDICINE,Rajarata University of Sri Lanka,MONARAGALA,1.8706
MEDICINE,Rajarata University of Sri Lanka,KEGALLE,1.851
MEDICINE,Rajarata University of Sri Lanka,RATNAPURA,1.8509
MEDICINE,Sabaragamuwa University of Sri Lanka,COLOMBO,1.8894
MEDICINE,Sabaragamuwa University of Sri Lanka,GAMPAHA,1.6816
MEDICINE,Sabaragamuwa University of Sri Lanka,KALUTARA,1.785
MEDICINE,Sabaragamuwa University of Sri Lanka,MATALE,1.68
MEDICINE,Sabaragamuwa University of Sri Lanka,KANDY,1.8032
MEDICINE,Sabaragamuwa University of Sri Lanka,NUWARA ELIYA,1.6837
MEDICINE,Sabaragamuwa University of Sri Lanka,MATARA,1.9005
MEDICINE,Sabaragamuwa University of Sri Lanka,HAMBANTOTA,1.7698
MEDICINE,Sabaragamuwa University of Sri Lanka,MANNAR,1.707
MEDICINE,Sabaragamuwa University of Sri Lanka,AMPARA,1.8048
MEDICINE,Sabaragamuwa University of Sri Lanka,PUTTALAM,1.6839
MEDICINE,Sabaragamuwa University of Sri Lanka,KURUNEGALA,1.802
MEDICINE,Sabaragamuwa University of Sri Lanka,ANURADHAPURA,1.6791
MEDICINE,Sabaragamuwa University of Sri Lanka,BADULLA,1.6845
MEDICINE,Sabaragamuwa University of Sri Lanka,MONARAGALA,1.6825
MEDICINE,Sabaragamuwa University of Sri Lanka,KEGALLE,1.7998
MEDICINE,Sabaragamuwa University of Sri Lanka,RATNAPURA,1.7541
MEDICINE,Wayamba University of Sri Lanka,COLOMBO,1.9152
MEDICINE,Wayamba University of Sri Lanka,GAMPAHA,1.689
MEDICINE,Wayamba University of Sri Lanka,KALUTARA,1.7711
MEDICINE,Wayamba University of Sri Lanka,MATALE,1.6921
MEDICINE,Wayamba University of Sri Lanka,KANDY,1.8229
MEDICINE,Wayamba University of Sri Lanka,NUWARA ELIYA,1.7319
MEDICINE,Wayamba University of Sri Lanka,GALLE,1.8661
MEDICINE,Wayamba University of Sri Lanka,MANNAR,1.8481
MEDICINE,Wayamba University of Sri Lanka,TRINCOMALEE,1.7552
MEDICINE,Wayamba University of Sri Lanka,AMPARA,1.8216
MEDICINE,Wayamba University of Sri Lanka,PUTTALAM,1.6873
MEDICINE,Wayamba University of Sri Lanka,KURUNEGALA,1.8038
MEDICINE,Wayamba University of Sri Lanka,ANURADHAPURA,1.6969
MEDICINE,Wayamba University of Sri Lanka,POLONNARUWA,1.6921
MEDICINE,Wayamba University of Sri Lanka,BADULLA,1.6892
MEDICINE,Wayamba University of Sri Lanka,MONARAGALA,1.6948
MEDICINE,Wayamba University of Sri Lanka,KEGALLE,1.7702
MEDICINE,Wayamba University of Sri Lanka,RATNAPURA,1.7803
MEDICINE,Uva Wellassa University of Sri Lanka,GAMPAHA,1.6473
MEDICINE,Uva Wellassa University of Sri Lanka,MATALE,1.652
MEDICINE,Uva Wellassa University of Sri Lanka,NUWARA ELIYA,1.383
MEDICINE,Uva Wellassa University of Sri Lanka,ANURADHAPURA,1.5985
MEDICINE,Uva Wellassa University of Sri Lanka,POLONNARUWA,1.3959
MEDICINE,Uva Wellassa University of Sri Lanka,RATNAPURA,1.8407
DENTAL SURGERY,University of Peradeniya,COLOMBO,1.8311
DENTAL SURGERY,University of Peradeniya,GAMPAHA,1.6275
DENTAL SURGERY,University of Peradeniya,KALUTARA,1.7698
DENTAL SURGERY,University of Peradeniya,MATALE,1.6329
DENTAL SURGERY,University of Peradeniya,KANDY,1.786
DENTAL SURGERY,University of Peradeniya,NUWARA ELIYA,1.3891
DENTAL SURGERY,University of Peradeniya,GALLE,1.8319
DENTAL SURGERY,University of Peradeniya,MATARA,1.8405
DENTAL SURGERY,University of Peradeniya,HAMBANTOTA,1.7587
DENTAL SURGERY,University of Peradeniya,JAFFNA,1.8086
DENTAL SURGERY,University of Peradeniya,KILINOCHCHI,1.666
DENTAL SURGERY,University of Peradeniya,MANNAR,1.6619
DENTAL SURGERY,University of Peradeniya,MULLAITIVU,1.7586
DENTAL SURGERY,University of Peradeniya,TRINCOMALEE,1.6686
DENTAL SURGERY,University of Peradeniya,BATTICALOA,1.7962
DENTAL SURGERY,University of Peradeniya,AMPARA,1.7816
DENTAL SURGERY,University of Peradeniya,PUTTALAM,1.6623
DENTAL SURGERY,University of Peradeniya,KURUNEGALA,1.786
DENTAL SURGERY,University of Peradeniya,ANURADHAPURA,1.5063
DENTAL SURGERY,University of Peradeniya,POLONNARUWA,1.3714
DENTAL SURGERY,University of Peradeniya,BADULLA,1.6678
DENTAL SURGERY,University of Peradeniya,MONARAGALA,1.5849
DENTAL SURGERY,University of Peradeniya,KEGALLE,1.7513
DENTAL SURGERY,University of Peradeniya,RATNAPURA,1.7434
DENTAL SURGERY,University of Sri Jayewardenepura,COLOMBO,1.8337
DENTAL SURGERY,University of Sri Jayewardenepura,GAMPAHA,1.6219
DENTAL SURGERY,University of Sri Jayewardenepura,KALUTARA,1.7682
DENTAL SURGERY,University of Sri Jayewardenepura,NUWARA ELIYA,1.3789
DENTAL SURGERY,University of Sri Jayewardenepura,GALLE,1.834
DENTAL SURGERY,University of Sri Jayewardenepura,MATARA,1.8535
DENTAL SURGERY,University of Sri Jayewardenepura,HAMBANTOTA,1.8254
DENTAL SURGERY,University of Sri Jayewardenepura,VAVUNIYA,1.8206
DENTAL SURGERY,University of Sri Jayewardenepura,RATNAPURA,1.7317
VETERINARY SCIENCE,University of Peradeniya,COLOMBO,1.7345
VETERINARY SCIENCE,University of Peradeniya,GAMPAHA,1.6011
VETERINARY SCIENCE,University of Peradeniya,KALUTARA,1.7211
VETERINARY SCIENCE,University of Peradeniya,MATALE,1.5648
VETERINARY SCIENCE,University of Peradeniya,KANDY,1.7446
VETERINARY SCIENCE,University of Peradeniya,NUWARA ELIYA,1.3253
VETERINARY SCIENCE,University of Peradeniya,GALLE,1.7523
VETERINARY SCIENCE,University of Peradeniya,MATARA,1.7211
VETERINARY SCIENCE,University of Peradeniya,HAMBANTOTA,1.7457
VETERINARY SCIENCE,University of Peradeniya,JAFFNA,1.737
VETERINARY SCIENCE,University of Peradeniya,KILINOCHCHI,1.647
VETERINARY SCIENCE,University of Peradeniya,MANNAR,1.541
VETERINARY SCIENCE,University of Peradeniya,MULLAITIVU,1.6464
VETERINARY SCIENCE,University of Peradeniya,VAVUNIYA,1.7615
VETERINARY SCIENCE,University of Peradeniya,TRINCOMALEE,1.6649
VETERINARY SCIENCE,University of Peradeniya,BATTICALOA,1.7456
VETERINARY SCIENCE,University of Peradeniya,AMPARA,1.7268
VETERINARY SCIENCE,University of Peradeniya,PUTTALAM,1.6574
VETERINARY SCIENCE,University of Peradeniya,KURUNEGALA,1.7427
VETERINARY SCIENCE,University of Peradeniya,ANURADHAPURA,1.4687
VETERINARY SCIENCE,University of Peradeniya,POLONNARUWA,1.332
VETERINARY SCIENCE,University of Peradeniya,BADULLA,1.6002
VETERINARY SCIENCE,University of Peradeniya,MONARAGALA,1.5756
VETERINARY SCIENCE,University of Peradeniya,KEGALLE,1.7214
VETERINARY SCIENCE,University of Peradeniya,RATNAPURA,1.7202
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,COLOMBO,1.7704
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,GAMPAHA,1.598
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,KALUTARA,1.7372
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,MATALE,1.5588
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,KANDY,1.7709
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,NUWARA ELIYA,1.315
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,GALLE,1.7812
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,MATARA,1.7361
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,HAMBANTOTA,1.7306
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,JAFFNA,1.7859
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,KILINOCHCHI,1.5353
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,MANNAR,1.5458
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,MULLAITIVU,1.3834
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,VAVUNIYA,1.7345
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,TRINCOMALEE,1.6639
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,BATTICALOA,1.753
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,AMPARA,1.7033
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,PUTTALAM,1.6201
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,KURUNEGALA,1.7739
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,ANURADHAPURA,1.5009
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,POLONNARUWA,1.317
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,BADULLA,1.6644
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,MONARAGALA,1.5776
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,KEGALLE,1.7437
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,RATNAPURA,1.7147
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,COLOMBO,1.1759
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,GAMPAHA,1.204
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,KALUTARA,1.2884
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,MATALE,1.2325
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,KANDY,1.3487
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,NUWARA ELIYA,1.1548
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,GALLE,1.309
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,MATARA,1.3705
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,HAMBANTOTA,1.3042
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,JAFFNA,1.3043
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,KILINOCHCHI,1.2744
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,MANNAR,1.2453
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,MULLAITIVU,1.2566
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,VAVUNIYA,0.6477
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,TRINCOMALEE,1.0878
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,BATTICALOA,1.1553
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,AMPARA,1.3384
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,PUTTALAM,1.1835
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,KURUNEGALA,1.3325
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,ANURADHAPURA,1.2957
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,POLONNARUWA,1.2649
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,BADULLA,1.3423
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,MONARAGALA,1.2858
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,KEGALLE,1.267
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,RATNAPURA,1.2033
AGRICULTURE,University of Jaffna,COLOMBO,0.4638
AGRICULTURE,University of Jaffna,GAMPAHA,0.4618
AGRICULTURE,University of Jaffna,KALUTARA,0.6491
AGRICULTURE,University of Jaffna,MATALE,0.656
AGRICULTURE,University of Jaffna,KANDY,0.7642
AGRICULTURE,University of Jaffna,NUWARA ELIYA,0.4627
AGRICULTURE,University of Jaffna,GALLE,0.6394
AGRICULTURE,University of Jaffna,MATARA,0.6099
AGRICULTURE,University of Jaffna,HAMBANTOTA,0.8231
AGRICULTURE,University of Jaffna,JAFFNA,0.6679
AGRICULTURE,University of Jaffna,KILINOCHCHI,0.5958
AGRICULTURE,University of Jaffna,MANNAR,0.4667
AGRICULTURE,University of Jaffna,MULLAITIVU,0.6176
AGRICULTURE,University of Jaffna,VAVUNIYA,0.5199
AGRICULTURE,University of Jaffna,TRINCOMALEE,0.4674
AGRICULTURE,University of Jaffna,BATTICALOA,0.5724
AGRICULTURE,University of Jaffna,AMPARA,0.5844
AGRICULTURE,University of Jaffna,PUTTALAM,0.4726
AGRICULTURE,University of Jaffna,KURUNEGALA,0.6497
AGRICULTURE,University of Jaffna,ANURADHAPURA,0.4627
AGRICULTURE,University of Jaffna,POLONNARUWA,0.5278
AGRICULTURE,University of Jaffna,BADULLA,0.5294
AGRICULTURE,University of Jaffna,MONARAGALA,0.4781
AGRICULTURE,University of Jaffna,KEGALLE,0.6261
AGRICULTURE,University of Jaffna,RATNAPURA,0.5341
AGRICULTURE,"Eastern University, Sri Lanka",COLOMBO,0.4158
AGRICULTURE,"Eastern University, Sri Lanka",GAMPAHA,0.4227
AGRICULTURE,"Eastern University, Sri Lanka",KALUTARA,0.7903
AGRICULTURE,"Eastern University, Sri Lanka",KANDY,0.6029
AGRICULTURE,"Eastern University, Sri Lanka",NUWARA ELIYA,0.3495
AGRICULTURE,"Eastern University, Sri Lanka",GALLE,0.6045
AGRICULTURE,"Eastern University, Sri Lanka",MATARA,0.5849
AGRICULTURE,"Eastern University, Sri Lanka",HAMBANTOTA,0.6204
AGRICULTURE,"Eastern University, Sri Lanka",JAFFNA,0.6728
AGRICULTURE,"Eastern University, Sri Lanka",KILINOCHCHI,0.4655
AGRICULTURE,"Eastern University, Sri Lanka",MANNAR,0.3943
AGRICULTURE,"Eastern University, Sri Lanka",MULLAITIVU,0.7097
AGRICULTURE,"Eastern University, Sri Lanka",VAVUNIYA,0.4281
AGRICULTURE,"Eastern University, Sri Lanka",TRINCOMALEE,0.473
AGRICULTURE,"Eastern University, Sri Lanka",BATTICALOA,0.5697
AGRICULTURE,"Eastern University, Sri Lanka",AMPARA,0.6102
AGRICULTURE,"Eastern University, Sri Lanka",PUTTALAM,0.3803
AGRICULTURE,"Eastern University, Sri Lanka",KURUNEGALA,0.627
AGRICULTURE,"Eastern University, Sri Lanka",ANURADHAPURA,0.4504
AGRICULTURE,"Eastern University, Sri Lanka",POLONNARUWA,0.322
AGRICULTURE,"Eastern University, Sri Lanka",BADULLA,0.5394
AGRICULTURE,"Eastern University, Sri Lanka",MONARAGALA,0.4486
AGRICULTURE,"Eastern University, Sri Lanka",KEGALLE,0.6326
AGRICULTURE,"Eastern University, Sri Lanka",RATNAPURA,0.5334
AGRICULTURE,Rajarata University of Sri Lanka,COLOMBO,0.5911
AGRICULTURE,Rajarata University of Sri Lanka,GAMPAHA,0.5781
AGRICULTURE,Rajarata University of Sri Lanka,KALUTARA,0.5987
AGRICULTURE,Rajarata University of Sri Lanka,MATALE,0.6104
AGRICULTURE,Rajarata University of Sri Lanka,KANDY,0.6183
AGRICULTURE,Rajarata University of Sri Lanka,NUWARA ELIYA,0.6258
AGRICULTURE,Rajarata University of Sri Lanka,GALLE,0.5857
AGRICULTURE,Rajarata University of Sri Lanka,MATARA,0.5798
AGRICULTURE,Rajarata University of Sri Lanka,HAMBANTOTA,0.6221
AGRICULTURE,Rajarata University of Sri Lanka,JAFFNA,0.7215
AGRICULTURE,Rajarata University of Sri Lanka,KILINOCHCHI,0.8534
AGRICULTURE,Rajarata University of Sri Lanka,AMPARA,0.5905
AGRICULTURE,Rajarata University of Sri Lanka,PUTTALAM,0.6016
AGRICULTURE,Rajarata University of Sri Lanka,KURUNEGALA,0.6299
AGRICULTURE,Rajarata University of Sri Lanka,ANURADHAPURA,0.6045
AGRICULTURE,Rajarata University of Sri Lanka,POLONNARUWA,0.6089
AGRICULTURE,Rajarata University of Sri Lanka,BADULLA,0.593
AGRICULTURE,Rajarata University of Sri Lanka,MONARAGALA,0.5756
AGRICULTURE,Rajarata University of Sri Lanka,KEGALLE,0.5952
AGRICULTURE,Rajarata University of Sri Lanka,RATNAPURA,0.5829
AGRICULTURE,Sabaragamuwa University of Sri Lanka,COLOMBO,0.6993
AGRICULTURE,Sabaragamuwa University of Sri Lanka,GAMPAHA,0.6872
AGRICULTURE,Sabaragamuwa University of Sri Lanka,KALUTARA,0.6924
AGRICULTURE,Sabaragamuwa University of Sri Lanka,MATALE,0.7378
AGRICULTURE,Sabaragamuwa University of Sri Lanka,KANDY,0.7021
AGRICULTURE,Sabaragamuwa University of Sri Lanka,NUWARA ELIYA,0.9751
