0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
KANDY,1.1769,1.1809,1.4976,1.8878,1.5952,1.2144,1.9089,1.8763,1.7782,1.6698,1.5147,1.5194,1.4179,1.1854,1.3336,1.1522,1.2695,1.2989,1.1093,0.8418,1.3499,1.1634,1.7807,0.903,0.8637,1.7406,1.7022
NUWARA ELIYA,1.0114,1.0098,1.5048,1.6311,1.6727,1.0842,1.9401,1.8701,1.7045,1.6698,1.5147,1.5194,1.4179,1.1854,1.3336,1.1522,1.2695,1.2989,1.1093,0.8418,1.3499,1.1634,1.7807,0.8039,0.8359,1.7406,1.7022
GALLE,1.2945,1.2905,1.5408,1.855,1.6759,1.2553,1.9133,1.8865,NQC,1.6698,1.5147,1.5194,1.4179,1.1854,1.3336,1.1522,1.2695,1.2989,1.1093,0.8418,1.3499,1.1634,1.7807,1.0298,0.9164,1.7406,1.7022
MATARA,1.2425,1.2789,1.5259,1.9448,1.6319,1.2641,1.8968,NQC,NQC,1.6698,1.5147,1.5194,1.4179,1.1854,1.3336,1.1522,1.2695,1.2989,1.1093,0.8418,1.3499,1.1634,1.7807,1.0473,0.8846,1.7406,1.7022
HAMBANTOTA,1.0714,1.1009,1.5256,1.7559,1.4681,1.2417,1.9078,1.866,NQC,1.6698,1.5147,1.5194,1.4179,1.1854,1.3336,1.1522,1.2695,1.2989,1.1093,0.8418,1.3499,1.1634,1.7807,0.9898,0.9312,1.7406,1.7022
JAFFNA,1.037,0.9218,1.4611,1.6207,1.4176,1.169,1.9117,NQC,1.8118,1.6698,1.5147,1.5194,1.4179,1.1854,1.3336,1.1522,1.2695,1.2989,1.1093,0.8418,1.3499,1.1634,1.7807,1.0092,0.9026,1.7406,1.7022
KILINOCHCHI,1.0202,0.6972,1.2482,1.0106,0.8211,0.9786,1.9758,1.8991,NQC,1.6698,1.5147,1.5194,1.4179,1.1854,1.3336,1.1522,1.2695,1.2989,1.1093,0.8418,1.3499,1.1634,1.7807,0.4255,0.5758,1.7406,1.7022
MANNAR,NQC,0.8428,1.2298,1.1622,0.8115,0.8379,1.9456,NQC,1.8582,1.6698,1.5147,1.5194,1.4179,1.1854,1.3336,1.1522,1.2695,1.2989,1.1093,0.8418,1.3499,1.1634,1.7807,0.6466,0.4002,1.7406,1.7022
MULLAITIVU,1.0363,0.997,1.3952,1.472,1.0339,1.0027,1.9754,NQC,NQC,1.6698,1.5147,1.5194,1.4179,1.1854,1.3336,1.1522,1.2695,1.2989,1.1093,0.8418,1.3499,1.1634,1.7807,0.2688,0.2215,1.7406,1.7022
VAVUNIYA,NQC,0.9234,1.5561,1.572,1.3353,0.9163,1.9302,1.8685,NQC,1.6698,1.5147,1.5194,1.4179,1.1854,1.3336,1.1522,1.2695,1.2989,1.1093,0.8418,1.3499,1.1634,1.7807,0.4914,0.5226,1.7406,1.7022
TRINCOMALEE,1.0522,0.6979,1.5736,1.5928,1.4576,1.0554,1.9354,1.98,1.7342,1.6698,1.5147,1.5194,1.4179,1.1854,1.3336,1.1522,1.2695,1.2989,1.1093,0.8418,1.3499,1.1634,1.7807,1.0188,0.8893,1.7406,1.7022
BATTICALOA,1.0098,0.9762,1.444,1.8288,1.688,1.1825,1.908,1.8835,1.8067,1.6698,1.5147,1.5194,1.4179,1.1854,1.3336,1.1522,1.2695,1.2989,1.1093,0.8418,1.3499,1.1634,1.7807,1.0027,0.9318,1.7406,1.7022
AMPARA,NQC,0.8547,1.4673,1.6287,1.4185,1.1058,1.918,NQC,1.8197,1.6698,1.5147,1.5194,1.4179,1.1854,1.3336,1.1522,1.2695,1.2989,1.1093,0.8418,1.3499,1.1634,1.7807,1.0239,0.8452,1.7406,1.7022
PUTTALAM,1.0362,1.0378,1.4712,1.6319,1.5767,1.1457,1.9154,1.8927,1.7095,1.6698,1.5147,1.5194,1.4179,1.1854,1.3336,1.1522,1.2695,1.2989,1.1093,0.8418,1.3499,1.1634,1.7807,1.0129,0.8796,1.7406,1.7022
KURUNEGALA,1.225,1.2306,1.5575,1.8617,1.6192,1.2281,1.9034,1.8731,1.8927,1.6698,1.5147,1.5194,1.4179,1.1854,1.3336,1.1522,1.2695,1.2989,1.1093,0.8418,1.3499,1.1634,1.7807,0.9872,0.9011,1.7406,1.7022
ANURADHAPURA,1.069,1.0658,1.489,1.8159,1.6255,1.1929,1.8967,1.8719,1.841,1.6698,1.5147,1.5194,1.4179,1.1854,1.3336,1.1522,1.2695,1.2989,1.1093,0.8418,1.3499,1.1634,1.7807,0.7674,0.8311,1.7406,1.7022
POLONNARUWA,1.0098,0.9722,1.5368,1.9694,1.6727,0.9707,NQC,1.8909,1.7594,1.6698,1.5147,1.5194,1.4179,1.1854,1.3336,1.1522,1.2695,1.2989,1.1093,0.8418,1.3499,1.1634,1.7807,0.7851,0.5741,1.7406,1.7022
BADULLA,1.021,1.0258,1.4681,1.6495,1.5911,1.069,1.9003,1.8826,1.7512,1.6698,1.5147,1.5194,1.4179,1.1854,1.3336,1.1522,1.2695,1.2989,1.1093,0.8418,1.3499,1.1634,1.7807,1.0269,0.9336,1.7406,1.7022
MONARAGALA,1.1497,1.148,1.5624,1.584,1.5368,1.2145,1.9235,1.8747,NQC,1.6698,1.5147,1.5194,1.4179,1.1854,1.3336,1.1522,1.2695,1.2989,1.1093,0.8418,1.3499,1.1634,1.7807,0.9317,0.776,1.7406,1.7022
KEGALLE,1.2721,1.3168,1.4401,1.8264,1.6152,1.2601,1.9597,1.883,1.7548,1.6698,1.5147,1.5194,1.4179,1.1854,1.3336,1.1522,1.2695,1.2989,1.1093,0.8418,1.3499,1.1634,1.7807,0.9524,0.8632,1.7406,1.7022
RATNAPURA,1.1786,1.1834,1.5176,1.7639,1.6144,1.2027,1.9005,1.877,1.7595,1.6698,1.5147,1.5194,1.4179,1.1854,1.3336,1.1522,1.2695,1.2989,1.1093,0.8418,1.3499,1.1634,1.7807,1.0596,0.9339,1.7406,1.7022
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"COURSE 
 
OF 
 
STUDY
 
DISTRICT","HUMAN RESOURCE DEVELOPMENT
(Uva Wellassa University of Sri Lanka)","PRIMARY EDUCATION
(University of Colombo)","MANAGEMENT STUDIES (TV) - A 
[Commerce Stream]
(University of Vavuniya, Sri Lanka)","MANAGEMENT STUDIES (TV) - A 
[Commerce Stream]
(Eastern University -Trincomalee Campus)","MANAGEMENT STUDIES (TV) - B 
[Any subject combination]
(University of Vavuniya, Sri Lanka)","MANAGEMENT STUDIES (TV) - B 
[Any subject combination]
(Eastern University -Trincomalee Campus)","COMMUNICATION STUDIES *
(Eastern University -Trincomalee Campus)","FINANCIAL ECONOMICS
(University of Sri Jayewardenepura)","CREATIVE MUSIC TECHNOLOGY & PRODUCTION
(University of Sri Jayewardenepura)","PEACE & CONFLICT RESOLUTION *
(University of Kelaniya)","ISLAMIC STUDIES  *
(South Eastern University of Sri Lanka)","ARABIC  LANGUAGE *
(South Eastern University of Sri Lanka)","ARCHITECTURE #
(University of Moratuwa)","DESIGN #
(University of Moratuwa)","LANDSCAPE ARCHITECTURE #
(University of Moratuwa)","TOWN & COUNTRY PLANNING
(University of Moratuwa)","FASHION DESIGN & PRODUCT DEVELOPMENT #
(University of Moratuwa)","ARTIFICIAL INTELLIGENCE 
(University of Moratuwa)","INFORMATION TECHNOLOGY (IT) 
(University of Moratuwa)","INFORMATION TECHNOLOGY & MANAGEMENT  
(University of Moratuwa)","FACILITIES MANAGEMENT
(University of Moratuwa)","TRANSPORT MANAGEMENT & LOGISTICS ENGINEERING 
(TMLE)
(University of Moratuwa)","BUSINESS SCIENCE
(University of Moratuwa)","MANAGEMENT AND INFORMATION 
TECHNOLOGY  (MIT) (OTHER STREAM)    
(University of Kelaniya)","MANAGEMENT AND INFORMATION 
TECHNOLOGY  (MIT) (BIO SCIENCE STREAM)   
(University of Kelaniya)","INDUSTRIAL STATISTICS & 
MATHEMATICAL FINANCE
(University of Colombo)","FINANCIAL MATHEMATICS AND INDUSTRIAL STATISTICS
(University of Ruhuna)"
COLOMBO,1.4547,1.6439,1.2023,1.2033,1.2904,1.2159,1.2513,1.7861,1.4664,1.6514,1.0665,0.6901,1.1361,0.9442,0.7836,1.1318,1.2582,2.1971,1.6619,1.7592,1.5529,1.6557,2.0126,1.4873,1.4237,1.4289,1.1619
GAMPAHA,1.5194,1.6156,1.2049,1.2105,1.2981,1.2487,1.2513,1.8033,1.3472,1.6514,1.0665,0.6901,1.075,0.6829,0.6185,1.116,1.2697,2.2172,1.5672,1.5576,1.506,1.5765,1.771,1.4122,1.3684,1.3558,1.107
KALUTARA,1.5484,1.7845,1.2033,1.1953,1.2887,1.2768,1.2513,1.7474,1.529,1.6514,1.0665,0.6901,1.2495,0.4895,0.605,1.11,0.629,2.084,1.656,1.6106,1.5478,1.6394,1.9222,1.4433,1.4152,1.3857,1.1893
MATALE,1.4874,1.6044,1.201,NQC,1.3016,1.2867,1.2513,1.7436,1.4345,1.6514,1.0665,0.6901,1.2211,NQC,0.9038,0.9356,0.9995,2.3114,1.3443,1.4034,1.4032,1.6287,1.6797,1.3437,1.2756,1.1018,0.9638
KANDY,1.5068,1.5117,1.1625,1.1625,1.2892,1.2773,1.2513,1.7396,1.3496,1.6514,1.0665,0.6901,1.3072,1.1353,0.8893,1.0632,1.036,1.9586,1.6145,1.4758,1.4931,1.5674,1.7135,1.4445,1.2345,1.3298,1.1367
NUWARA ELIYA,1.5932,1.342,1.0434,1.1482,1.3037,1.3021,1.2513,1.6015,1.5376,1.6514,1.0665,0.6901,0.5919,0.5363,NQC,0.9888,0.0222,1.6513,1.3062,1.1802,1.2761,1.0281,1.9926,0.7942,1.2196,0.7097,0.6911
GALLE,1.5069,1.772,1.2065,1.2073,1.2988,1.2916,1.2513,1.6715,1.4877,1.6514,1.0665,0.6901,1.3088,0.6868,0.7259,1.184,0.8681,2.3589,1.6884,1.6894,1.5656,1.6343,1.8831,1.4804,1.462,1.4315,1.1684
MATARA,1.5685,1.7508,1.2161,1.2137,NQC,1.2771,1.2513,1.7703,1.5415,1.6514,1.0665,0.6901,1.2421,1.053,0.7594,1.2389,1.0865,2.3622,1.7049,1.7194,1.5808,1.6298,1.9574,1.4981,1.4539,1.4259,1.2285
HAMBANTOTA,1.5405,1.8209,1.0953,1.1002,1.2945,1.2813,1.2513,1.7065,1.3978,1.6514,1.0665,0.6901,1.0452,0.2453,0.6549,1.1642,0.5123,2.2275,1.6586,1.7234,1.4496,1.6233,1.8128,1.4935,1.3564,1.4083,1.2167
JAFFNA,1.585,NQC,0.997,1.0356,1.4627,1.1295,1.2513,1.385,1.3186,1.6514,1.0665,0.6901,0.4098,0.2844,0.6201,1.017,NQC,2.1366,1.6909,1.6664,1.2601,1.4605,1.4936,1.4733,1.4702,1.3105,1.1156
KILINOCHCHI,1.4034,NQC,NQC,NQC,1.2987,NQC,1.2513,0.6676,1.4384,1.6514,1.0665,0.6901,NQC,NQC,NQC,0.7242,NQC,1.4245,1.5735,0.901,0.8387,1.57,0.662,1.148,1.3156,1.0681,0.5449
MANNAR,1.5134,NQC,0.8942,NQC,NQC,1.2037,1.2513,1.3292,1.3067,1.6514,1.0665,0.6901,0.7616,NQC,NQC,0.8789,NQC,1.4285,1.7242,1.3851,0.9634,0.7306,1.6671,1.3016,1.3669,0.5198,0.4917
MULLAITIVU,1.6342,NQC,NQC,1.0306,NQC,1.2545,1.2513,1.157,1.128,1.6514,1.0665,0.6901,NQC,NQC,NQC,0.9191,NQC,0.8773,1.6063,1.3086,1.037,0.4121,1.3617,0.7221,1.44,0.2579,0.0932
VAVUNIYA,1.5338,1.4394,0.9386,NQC,1.5884,1.2256,1.2513,1.3671,1.3544,1.6514,1.0665,0.6901,0.6252,NQC,NQC,0.8282,NQC,1.1548,1.4097,1.1945,1.5264,0.9973,1.524,1.0201,1.1886,0.8267,0.6267
TRINCOMALEE,1.62,1.2086,0.9882,NQC,1.3053,1.2847,1.2513,1.7197,1.2135,1.6514,1.0665,0.6901,NQC,0.1343,NQC,1.1035,0.5873,1.4546,1.4146,1.3852,1.532,1.1688,1.5072,1.2204,1.3023,1.066,0.9834
BATTICALOA,1.6307,NQC,0.9627,0.9706,1.3428,1.2771,1.2513,1.664,1.1438,1.6514,1.0665,0.6901,0.2395,NQC,NQC,1.0446,NQC,1.98,1.4976,1.6266,1.3681,1.3067,1.4592,1.263,1.3826,1.0967,1.0928
AMPARA,1.6306,1.6301,0.8539,0.8507,1.2907,1.2954,1.2513,1.4695,1.3936,1.6514,1.0665,0.6901,0.9516,NQC,0.2463,1.1222,0.3334,1.3634,1.4764,1.3558,1.3945,1.2649,1.5632,1.1247,1.3762,1.0802,1.0276
PUTTALAM,1.5059,1.6895,1.0267,1.1034,1.2874,1.3047,1.2513,1.6512,1.3514,1.6514,1.0665,0.6901,1.2038,1.2513,NQC,1.0032,1.0489,1.6069,1.338,1.2982,1.4169,1.5972,1.7015,1.0082,1.1878,1.0217,0.9456
KURUNEGALA,1.4899,1.7891,1.2026,1.2001,1.2946,1.2855,1.2513,1.7243,1.4614,1.6514,1.0665,0.6901,1.3547,0.8277,0.7414,1.148,1.2562,2.1444,1.6213,1.5626,1.468,1.6219,1.8542,1.4437,1.4438,1.3635,1.127
ANURADHAPURA,1.5903,1.7765,1.0602,1.0656,NQC,1.2699,1.2513,1.7457,1.5486,1.6514,1.0665,0.6901,0.882,0.5839,0.329,1.1563,0.9379,2.3339,1.411,1.6762,1.3657,1.4098,1.8631,1.3051,1.386,1.2555,0.9794
POLONNARUWA,1.5768,1.764,NQC,0.9578,NQC,1.2496,1.2513,1.6685,1.4004,1.6514,1.0665,0.6901,0.966,-0.1417,NQC,0.9203,1.81,1.9626,1.3775,1.5868,1.3982,1.2364,1.6811,0.9775,1.071,0.8476,0.7694
BADULLA,1.5481,1.6551,1.053,1.0556,1.3426,1.2755,1.2513,1.4923,1.5367,1.6514,1.0665,0.6901,0.6253,0.4692,0.3141,1.196,0.4186,2.1447,1.5261,1.4174,1.4864,1.5976,1.6119,1.3671,1.2025,1.3615,1.2211
MONARAGALA,1.471,1.8318,1.2105,1.1642,1.3089,1.2845,1.2513,1.7343,1.5575,1.6514,1.0665,0.6901,NQC,1.0473,NQC,0.9773,1.0261,1.9232,1.5298,1.4747,1.4857,1.6277,1.8147,1.1535,1.4626,1.1399,1.0273
KEGALLE,1.5602,1.6771,1.2073,1.2073,1.2908,1.2809,1.2513,1.7955,1.5581,1.6514,1.0665,0.6901,1.3052,1.0704,0.7579,1.1517,1.0542,2.3535,1.6006,1.4199,1.528,1.6146,1.9134,1.4731,1.3746,1.3675,1.1804
RATNAPURA,1.5859,1.772,1.1698,1.1658,1.2885,1.2956,1.2513,1.6796,1.4722,1.6514,1.0665,0.6901,0.5139,0.3186,0.4336,1.1526,0.8754,2.2957,1.5541,1.6077,1.5417,1.5319,1.7655,1.494,1.4691,1.3592,1.1928
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"COURSE 
 
OF 
 
STUDY
 
DISTRICT","STATISTICS & OPERATIONS RESEARCH
(University of Peradeniya)","GEOGRAPHICAL INFORMATION SCIENCE
(University of Peradeniya)","INFORMATION AND COMMUNICATION TECHNOLOGY 
(ICT)   
(Rajarata University of Sri Lanka)","INFORMATION AND COMMUNICATION TECHNOLOGY 
(ICT)  
(University of Vavuniya, Sri Lanka)","INFORMATION SYSTEMS 
(University of Colombo School of Computing)","INFORMATION SYSTEMS 
(University of Sri Jayewardenepura)","INFORMATION SYSTEMS 
(University of Sabaragamuwa)","SOFTWARE ENGINEERING
(University of Sri Jayewardenepura)","SOFTWARE ENGINEERING
(University of Kelaniya)","SOFTWARE ENGINEERING
(Sabaragamuwa University of Sri Lanka)","AYURVEDIC MEDICINE & SURGERY 
(University of Colombo)","AYURVEDIC MEDICINE & SURGERY 
(The Gampaha Wickramarachchi University of Indigenous 
Medicine, Sri Lanka)","UNANI MEDICINE & SURGERY 
(University of Colombo)","SIDDHA MEDICINE & SURGERY   
(University of Jaffna)","SIDDHA MEDICINE & SURGERY  
(Eastern University - Trincomalee Campus)","INDIGENOUS MEDICINAL RESOURCES
(The Gampaha Wickramarachchi University of Indigenous 
Medicine, Sri Lanka)","HEALTH INFORMATION AND COMMUNICATION 
TECHNOLOGY
(The Gampaha Wickramarachchi University of Indigenous 
Medicine, Sri Lanka)","HEALTH TOURISM AND HOSPITALITY MANAGEMENT
(The Gampaha Wickramarachchi University of Indigenous 
Medicine, Sri Lanka)","BIOMEDICAL TECHNOLOGY
(The Gampaha Wickramarachchi University of Indigenous 
Medicine, Sri Lanka)","INDIGENOUS PHARMACEUTICAL TECHNOLOGY
(The Gampaha Wickramarachchi University of Indigenous 
Medicine, Sri Lanka)","YOGA AND PARAPSYCHOLOGY
(The Gampaha Wickramarachchi University of Indigenous 
Medicine, Sri Lanka)","SOCIAL STUDIES IN INDIGENOUS KNOWLEDGE
(The Gampaha Wickramarachchi University of Indigenous 
Medicine, Sri Lanka)","HEALTH PROMOTION
(Rajarata University of Sri Lanka)","NURSING
(University of Colombo)","NURSING
(University of Peradeniya)","NURSING
(University of Sri Jayewardenepura)","NURSING
(University of Jaffna)"
COLOMBO,1.3691,1.8489,1.2188,1.0947,1.6786,1.6527,1.4076,1.5399,1.5643,1.454,1.173,0.9915,0.9558,0.3809,0.6003,0.6696,1.0387,1.2162,1.0727,0.9466,1.2785,1.299,0.6659,1.2341,1.2282,1.1963,0.9468
GAMPAHA,1.3684,1.8776,1.2204,1.1689,1.7001,1.6714,1.2411,1.5474,1.5647,1.4139,1.206,0.8918,0.8476,0.0957,NQC,0.5752,0.9351,1.2162,1.0463,0.9178,1.2975,1.2883,0.5843,1.2322,1.2416,1.1842,0.9404
KALUTARA,1.3855,1.934,1.2232,1.1408,1.7935,1.6691,1.4654,1.5413,1.5649,NQC,1.1882,1.075,1.0667,1.0475,0.6839,0.7364,1.068,1.2234,1.0897,1.0245,1.2915,1.3136,0.7788,1.2524,1.2228,1.1926,1.0685
MATALE,1.1419,1.9401,1.2235,1.2165,1.8254,1.7496,1.2166,NQC,NQC,1.097,1.2039,0.9906,0.9511,0.5425,0.6598,0.6372,1.1206,1.1801,1.1565,1.0744,1.3558,1.3438,0.6942,1.3117,1.2721,1.2413,0.9767
KANDY,1.3949,1.819,1.2247,1.02,1.8333,1.6686,1.2036,NQC,NQC,1.3366,1.1972,0.9668,0.9099,0.6488,0.6881,0.7095,1.0034,1.1618,1.0129,1.0075,1.3068,1.3095,0.7658,1.2471,1.2453,1.181,0.9418
NUWARA ELIYA,0.7645,1.6872,NQC,0.8158,NQC,NQC,0.9123,NQC,NQC,0.7372,1.3019,0.8347,0.879,0.5273,0.6549,0.4477,0.8957,1.0042,1.0643,0.9056,1.2986,1.3702,0.7001,1.2337,NQC,1.2005,1.0157
GALLE,1.4223,1.8964,1.2284,1.1797,1.7055,1.6549,1.4976,1.5472,1.5658,1.4509,1.1761,1.3345,1.0044,NQC,0.65,0.7334,1.093,1.2593,1.1872,1.0697,1.3226,1.3197,0.8239,1.233,1.2419,1.1864,1.1608
MATARA,1.4162,1.8816,1.222,1.1787,1.692,NQC,1.4297,1.5385,1.5659,1.5158,1.1914,1.1437,1.0383,0.7671,0.5983,0.7166,1.1216,1.276,1.2166,1.0414,1.3215,1.3066,0.8146,1.2294,1.2388,1.1819,NQC
HAMBANTOTA,1.421,1.9855,1.2394,1.0845,1.6935,NQC,1.2853,1.5642,1.567,1.449,1.1735,1.1695,0.9411,NQC,0.6841,0.7109,1.1062,1.2617,1.1054,1.0718,1.3324,1.3654,0.8416,1.228,1.2869,1.1877,1.0495
JAFFNA,1.4181,1.8235,1.2267,1.1896,1.8874,1.673,1.2983,1.545,1.6254,NQC,1.1958,0.9073,0.8929,0.7849,0.8028,0.6805,0.9984,0.9274,1.1842,0.883,1.3614,1.1541,0.7017,1.2844,1.2255,1.1816,1.0287
KILINOCHCHI,0.8705,1.871,NQC,0.7959,NQC,NQC,1.0719,NQC,NQC,1.2771,1.2092,1.0619,0.7347,0.9657,0.8186,0.463,0.4786,0.6748,0.6646,0.3824,1.1628,1.1533,0.583,1.331,1.2276,1.2021,0.9571
MANNAR,0.6376,1.8338,NQC,0.7614,NQC,NQC,0.7707,NQC,NQC,0.6446,1.1933,NQC,0.9763,0.9,0.7419,0.666,0.5208,0.766,0.8305,0.5593,1.1913,1.2976,0.4528,1.3265,1.2758,NQC,1.1663
MULLAITIVU,0.5441,1.8313,NQC,0.1812,NQC,NQC,1.132,NQC,NQC,0.7086,NQC,1.1342,0.4243,0.665,NQC,0.335,0.7043,0.9707,1.0781,0.176,1.2043,1.2137,0.3254,1.4158,NQC,1.1865,NQC
VAVUNIYA,0.8384,1.8117,NQC,0.8413,NQC,NQC,1.0374,NQC,NQC,1.0438,1.4037,0.724,0.895,0.7967,0.84,0.7177,0.4083,0.8475,0.8526,0.4647,1.2843,1.3591,0.6635,1.2359,NQC,NQC,1.0504
TRINCOMALEE,1.0916,1.9141,NQC,0.9762,NQC,NQC,1.0597,NQC,NQC,1.1048,1.2548,1.0389,1.1213,0.7673,0.8958,0.6996,0.7792,0.9367,1.2044,1.0052,1.2515,1.3406,0.8628,1.252,1.252,1.1836,1.0292
BATTICALOA,1.231,1.8885,1.2631,1.0181,1.7066,NQC,1.0822,NQC,NQC,1.2406,1.277,1.0471,1.1163,0.8154,0.8039,0.7693,0.8097,0.9464,1.0666,0.9603,1.2647,1.3191,0.7823,1.242,NQC,1.1815,1.0342
AMPARA,1.108,1.8774,1.334,1.0566,1.6793,1.7642,1.2317,NQC,NQC,1.2965,1.1759,1.128,1.2211,0.7219,0.8361,0.7045,1.0144,0.8411,1.215,0.9679,1.2953,1.3065,0.7841,1.293,1.2451,1.1842,1.0176
PUTTALAM,1.0171,1.7282,1.3228,0.9048,NQC,1.7225,1.1171,NQC,NQC,1.0245,1.1845,1.0472,1.2256,0.36,NQC,0.5115,0.9074,1.025,1.0002,0.8768,1.2583,1.3213,0.5992,1.2634,1.3085,NQC,0.939
KURUNEGALA,1.3932,1.9504,1.2187,1.151,1.7116,1.6527,1.2651,1.5378,1.5742,1.4424,1.1812,1.076,1.0962,0.6934,0.6928,0.7136,1.0391,1.2121,1.0501,1.0262,1.2971,1.3224,0.8286,1.2525,1.2267,1.1809,0.9362
ANURADHAPURA,1.3005,1.8118,1.2247,1.1403,1.6808,2.0801,1.256,NQC,NQC,1.1801,1.1943,0.9739,1.0454,0.5558,0.6036,0.5797,1.0712,1.0772,1.0508,1.0272,1.2986,1.2978,0.6627,1.277,1.2628,1.184,0.9625
POLONNARUWA,0.7787,1.8621,1.2619,0.9697,NQC,NQC,1.1761,NQC,NQC,0.7902,NQC,0.8651,0.9426,0.4007,0.8502,0.4881,1.0286,0.9458,0.8187,0.7949,1.3022,1.2936,0.824,1.2667,NQC,1.1838,1.0261
BADULLA,1.346,1.8247,1.2301,1.01,1.949,NQC,1.1196,1.558,1.5768,1.421,1.173,1.0161,0.8809,NQC,0.6606,0.6993,1.0134,1.0707,1.0584,1.0213,1.2856,1.3231,0.7859,1.2342,NQC,1.1892,1.019
MONARAGALA,1.1648,1.9601,1.2216,1.1613,2.716,NQC,1.3324,NQC,NQC,1.075,1.198,1.0089,0.8989,0.5462,0.6055,0.7036,1.0332,1.2281,0.9755,0.9306,1.3388,1.3601,0.7866,1.2356,1.2225,NQC,NQC
KEGALLE,1.4034,1.8882,1.2584,1.1283,1.7485,1.7105,1.208,1.5382,1.576,1.5052,1.207,1.0286,1.0291,0.7173,0.7238,0.7163,1.0886,1.2137,1.1251,1.0581,1.3629,1.383,0.86,1.2371,1.2457,1.2074,1.0113
RATNAPURA,1.3866,1.9288,1.2324,1.0919,1.6887,1.6573,1.236,NQC,NQC,1.3819,1.1731,1.0611,0.741,0.4637,0.6005,0.6826,1.0929,1.209,1.1239,1.0504,1.2912,1.2923,0.7509,1.2344,1.2254,1.1802,1.0107
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"COURSE 
 
OF 
 
STUDY
 
DISTRICT","NURSING
(University of Ruhuna)","NURSING
(Eastern University, Sri Lanka)","PHARMACY
(University of Peradeniya)","PHARMACY
(University of Sri Jayewardenepura)","PHARMACY
(University of Jaffna)","PHARMACY
(University of Ruhuna)","MEDICAL LABORATORY SCIENCES
(University of Peradeniya)","MEDICAL LABORATORY SCIENCES
(University of Sri Jayewardenepura)","MEDICAL LABORATORY SCIENCES
(University of Jaffna)","MEDICAL LABORATORY SCIENCES
(University of Ruhuna)","RADIOGRAPHY
(University of Peradeniya)","MEDICAL IMAGING TECHNOLOGY
(University of Colombo)","PHYSIOTHERAPY
(University of Colombo)","PHYSIOTHERAPY
(University of Peradeniya)","OCCUPATIONAL THERAPY
(University of Kelaniya)","OPTOMETRY 
(University of Sri Jayewardenepura)","ENVIRONMENTAL CONSERVATION & 
MANAGEMENT
(University of Kelaniya)","APPLIED CHEMISTRY
(University of Kelaniya)","ELECTRONICS AND COMPUTER SCIENCE
(University of Kelaniya)","ACCOUNTING INFORMATION SYSTEMS
(University of Kelaniya)","FISHERIES & MARINE SCIENCES
(University of Ruhuna)","MARINE AND FRESHWATER SCIENCES
(University of Ruhuna)","ANIMAL SCIENCE & FISHERIES
(University of Peradeniya)","FOOD  PRODUCTION 
& TECHNOLOGY MANAGEMENT
(Wayamba University of Sri Lanka)","FOOD BUSINESS MANAGEMENT 
[Biological / Physical Science Stream]
(Sabaragamuwa University of Sri Lanka)","FOOD BUSINESS MANAGEMENT 
[Commerce Stream]
(Sabaragamuwa University of Sri Lanka)",
COLOMBO,0.9425,0.7886,1.6293,1.4974,1.0927,1.4158,1.6921,1.6279,1.3332,1.5478,1.3867,1.5391,1.6383,NQC,1.2943,1.3269,0.9778,1.4826,1.514,1.6056,0.8118,0.9561,0.9898,0.8949,0.9037,0.9037,
GAMPAHA,0.9422,0.7844,1.598,1.51,1.2216,1.4059,NQC,NQC,1.3844,1.547,1.4445,1.4494,1.6095,1.5587,1.2241,1.4194,1.0108,1.4424,1.5292,1.5586,0.763,0.8724,1.0899,0.9152,0.8331,0.8331,
KALUTARA,1.0104,NQC,1.5453,1.5243,NQC,1.4559,1.7043,1.6314,NQC,1.5924,1.493,1.5183,1.6584,1.6815,1.3497,1.3481,0.9067,1.4676,1.533,1.6268,0.7872,0.9693,1.0599,0.9275,0.9161,0.9161,
MATALE,NQC,0.8486,NQC,NQC,1.4526,NQC,NQC,NQC,1.5035,NQC,1.3989,1.3394,NQC,1.5695,1.3862,1.3884,0.8433,1.4571,1.2146,1.5842,0.7992,0.9325,1.1441,0.9052,0.8881,0.8881,
KANDY,0.9439,0.8793,1.6226,NQC,1.164,1.4446,1.6707,1.6401,1.4249,1.5929,1.5115,1.4585,1.6175,1.5465,1.2856,1.3643,1.0451,1.4556,1.4927,1.4553,0.8501,0.8803,1.1151,1.0078,0.8822,0.8822,
NUWARA ELIYA,0.976,0.8733,NQC,NQC,1.1703,NQC,NQC,NQC,1.2636,NQC,1.3704,1.3539,NQC,1.3708,1.2369,1.3337,0.8631,1.3484,0.8988,1.3398,0.7279,0.8541,1.0192,0.8958,0.7051,0.7051,
GALLE,1.1189,NQC,1.5605,1.5066,1.4478,1.441,NQC,1.6303,NQC,1.5725,1.4786,1.4392,1.6379,NQC,1.4081,1.4101,1.0432,1.4921,1.5178,1.6545,0.8205,1.0015,1.076,0.9631,0.9309,0.9309,
