0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
KANDY,1.2512,1.2476,1.5634,1.8075,1.4504,1.2596,2.0030,1.9618,1.8142,1.7180,1.5825,1.5310,1.4394,1.2062,1.3492,1.1729,1.3144,1.3190,1.2114,1.0876,1.4045,1.2185,1.8484,0.9049,0.7766,1.8014,1.7223
NUWARA ELIYA,1.1315,1.1193,1.5713,1.8630,1.3529,1.2634,2.1405,1.9687,1.7784,1.7180,1.5825,1.5310,1.4394,1.2062,1.3492,1.1729,1.3144,1.3190,1.2114,1.0876,1.4045,1.2185,1.8484,0.6563,0.8008,1.8014,1.7223
GALLE,1.2628,1.2646,1.5400,1.8970,1.5297,1.2955,2.0000,1.9857,NQC,1.7180,1.5825,1.5310,1.4394,1.2062,1.3492,1.1729,1.3144,1.3190,1.2114,1.0876,1.4045,1.2185,1.8484,0.9275,0.8782,1.8014,1.7223
MATARA,1.3261,1.2753,1.5497,1.9436,1.4216,1.2892,2.0000,1.9597,1.9404,1.7180,1.5825,1.5310,1.4394,1.2062,1.3492,1.1729,1.3144,1.3190,1.2114,1.0876,1.4045,1.2185,1.8484,0.9528,0.7989,1.8014,1.7223
HAMBANTOTA,1.0560,1.0437,1.5189,1.8041,1.1957,1.1815,1.9979,NQC,NQC,1.7180,1.5825,1.5310,1.4394,1.2062,1.3492,1.1729,1.3144,1.3190,1.2114,1.0876,1.4045,1.2185,1.8484,0.9054,0.8160,1.8014,1.7223
JAFFNA,NQC,0.8918,1.4919,1.8630,1.0875,1.0237,2.0690,1.9529,1.9029,1.7180,1.5825,1.5310,1.4394,1.2062,1.3492,1.1729,1.3144,1.3190,1.2114,1.0876,1.4045,1.2185,1.8484,0.9949,0.6890,1.8014,1.7223
KILINOCHCHI,NQC,0.9646,1.5127,1.2875,NQC,0.9097,NQC,NQC,1.7541,1.7180,1.5825,1.5310,1.4394,1.2062,1.3492,1.1729,1.3144,1.3190,1.2114,1.0876,1.4045,1.2185,1.8484,0.3307,0.3022,1.8014,1.7223
MANNAR,1.0686,NQC,1.5775,1.5583,1.0630,1.0539,2.1026,NQC,1.7475,1.7180,1.5825,1.5310,1.4394,1.2062,1.3492,1.1729,1.3144,1.3190,1.2114,1.0876,1.4045,1.2185,1.8484,0.8365,0.2125,1.8014,1.7223
MULLAITIVU,1.2356,NQC,1.5170,1.2820,NQC,1.2233,2.0776,1.9594,NQC,1.7180,1.5825,1.5310,1.4394,1.2062,1.3492,1.1729,1.3144,1.3190,1.2114,1.0876,1.4045,1.2185,1.8484,0.4195,0.2226,1.8014,1.7223
VAVUNIYA,1.0574,NQC,1.5193,1.7014,NQC,1.2462,2.0576,1.9934,1.9205,1.7180,1.5825,1.5310,1.4394,1.2062,1.3492,1.1729,1.3144,1.3190,1.2114,1.0876,1.4045,1.2185,1.8484,0.7592,0.7938,1.8014,1.7223
TRINCOMALEE,1.0608,0.9556,1.5620,1.7542,1.1009,1.2269,2.0024,1.9595,1.9353,1.7180,1.5825,1.5310,1.4394,1.2062,1.3492,1.1729,1.3144,1.3190,1.2114,1.0876,1.4045,1.2185,1.8484,1.0166,0.7425,1.8014,1.7223
BATTICALOA,1.1332,1.1162,1.4990,1.9533,1.1035,1.1005,2.0666,1.9797,1.9360,1.7180,1.5825,1.5310,1.4394,1.2062,1.3492,1.1729,1.3144,1.3190,1.2114,1.0876,1.4045,1.2185,1.8484,1.0006,0.7491,1.8014,1.7223
AMPARA,1.0562,1.0142,1.5522,1.7972,1.0637,1.0100,2.0192,1.9530,1.9327,1.7180,1.5825,1.5310,1.4394,1.2062,1.3492,1.1729,1.3144,1.3190,1.2114,1.0876,1.4045,1.2185,1.8484,0.7969,0.7235,1.8014,1.7223
PUTTALAM,1.1032,1.0981,1.5265,1.7134,1.4138,1.1703,2.0253,1.9764,1.8898,1.7180,1.5825,1.5310,1.4394,1.2062,1.3492,1.1729,1.3144,1.3190,1.2114,1.0876,1.4045,1.2185,1.8484,0.7097,0.5615,1.8014,1.7223
KURUNEGALA,1.3051,1.3182,1.5648,1.7715,1.4696,1.2911,2.0030,1.9841,1.8426,1.7180,1.5825,1.5310,1.4394,1.2062,1.3492,1.1729,1.3144,1.3190,1.2114,1.0876,1.4045,1.2185,1.8484,0.9248,0.8714,1.8014,1.7223
ANURADHAPURA,1.1168,1.1125,1.5806,1.8439,1.5799,1.1886,1.9954,1.9585,1.9008,1.7180,1.5825,1.5310,1.4394,1.2062,1.3492,1.1729,1.3144,1.3190,1.2114,1.0876,1.4045,1.2185,1.8484,0.5820,0.5738,1.8014,1.7223
POLONNARUWA,1.0879,1.0800,1.6311,1.8352,1.2738,1.1956,2.0050,1.9948,NQC,1.7180,1.5825,1.5310,1.4394,1.2062,1.3492,1.1729,1.3144,1.3190,1.2114,1.0876,1.4045,1.2185,1.8484,0.4012,0.5088,1.8014,1.7223
BADULLA,1.1269,1.1269,1.5792,1.8670,1.4770,1.2283,2.0025,1.9570,1.9149,1.7180,1.5825,1.5310,1.4394,1.2062,1.3492,1.1729,1.3144,1.3190,1.2114,1.0876,1.4045,1.2185,1.8484,0.8145,0.7917,1.8014,1.7223
MONARAGALA,1.2283,1.2320,1.6193,1.7155,1.6110,1.2026,2.0120,2.0942,NQC,1.7180,1.5825,1.5310,1.4394,1.2062,1.3492,1.1729,1.3144,1.3190,1.2114,1.0876,1.4045,1.2185,1.8484,0.8972,0.7331,1.8014,1.7223
KEGALLE,1.2790,1.2810,1.5787,1.8873,1.4420,1.2876,2.0055,1.9769,1.8861,1.7180,1.5825,1.5310,1.4394,1.2062,1.3492,1.1729,1.3144,1.3190,1.2114,1.0876,1.4045,1.2185,1.8484,0.8502,0.8456,1.8014,1.7223
RATNAPURA,1.1834,1.2047,1.6051,1.9297,1.4591,1.2819,1.9984,1.9621,1.9210,1.7180,1.5825,1.5310,1.4394,1.2062,1.3492,1.1729,1.3144,1.3190,1.2114,1.0876,1.4045,1.2185,1.8484,0.9760,0.8792,1.8014,1.7223
"COURSE 
 
OF 
 
STUDY
 
DISTRICT","HUMAN RESOURCE DEVELOPMENT
(Uva Wellassa University of Sri Lanka)","PRIMARY EDUCATION
(University of Colombo)","MANAGEMENT STUDIES (TV) - A 
[Commerce Stream]
(University of Vavuniya, Sri Lanka)","MANAGEMENT STUDIES (TV) - A 
[Commerce Stream]
(Eastern University -Trincomalee Campus)","MANAGEMENT STUDIES (TV) - B 
[Any subject combination]
(University of Vavuniya, Sri Lanka)","MANAGEMENT STUDIES (TV) - B 
[Any subject combination]
(Eastern University -Trincomalee Campus)","COMMUNICATION STUDIES *
(Eastern University -Trincomalee Campus)","FINANCIAL ECONOMICS
(University of Sri Jayewardenepura)","CREATIVE MUSIC TECHNOLOGY & PRODUCTION
(University of Sri Jayewardenepura)","PEACE & CONFLICT RESOLUTION *
(University of Kelaniya)","ISLAMIC STUDIES  *
(South Eastern University of Sri Lanka)","ARABIC  LANGUAGE *
(South Eastern University of Sri Lanka)","ARCHITECTURE #
(University of Moratuwa)","DESIGN #
(University of Moratuwa)","LANDSCAPE ARCHITECTURE #
(University of Moratuwa)","TOWN & COUNTRY PLANNING
(University of Moratuwa)","FASHION DESIGN & PRODUCT DEVELOPMENT #
(University of Moratuwa)","ARTIFICIAL INTELLIGENCE 
(University of Moratuwa)","INFORMATION TECHNOLOGY (IT) 
(University of Moratuwa)","INFORMATION TECHNOLOGY & MANAGEMENT #  
(University of Moratuwa)","FACILITIES MANAGEMENT
(University of Moratuwa)","TRANSPORT MANAGEMENT & LOGISTICS ENGINEERING 
(TMLE)
(University of Moratuwa)","BUSINESS SCIENCE
(University of Moratuwa)","MANAGEMENT AND INFORMATION 
TECHNOLOGY (MIT)   #  
(University of Kelaniya)","INDUSTRIAL STATISTICS & 
MATHEMATICAL FINANCE
(University of Colombo)","FINANCIAL MATHEMATICS AND INDUSTRIAL STATISTICS
(University of Ruhuna)","STATISTICS & OPERATIONS RESEARCH
(University of Peradeniya)"
COLOMBO,1.4471,1.5008,1.2271,1.2326,1.3148,1.2159,1.2591,1.8051,1.4571,1.7097,1.0912,0.6697,1.1027,1.1710,0.2314,1.0697,1.1710,2.0481,1.3164,1.6983,1.5402,1.5629,1.9698,1.2478,1.2869,1.0288,1.2705
GAMPAHA,1.4873,1.6821,1.2283,1.2338,1.3355,1.2759,1.2591,1.8160,1.3741,1.7097,1.0912,0.6697,0.3956,0.4672,0.1232,0.9684,0.8354,2.0455,1.1536,1.5670,1.4289,1.4590,1.8747,1.2728,1.2593,1.0215,1.2686
KALUTARA,1.5767,1.7488,1.2333,1.2380,1.3144,1.2993,1.2591,1.7039,1.5565,1.7097,1.0912,0.6697,0.8229,0.8747,0.5218,1.0595,1.2241,2.0560,1.2986,1.6458,1.5413,1.5900,1.9138,1.2294,1.2416,1.0783,1.3111
MATALE,1.6141,1.6264,1.1586,NQC,1.3364,1.3359,1.2591,1.7129,1.3067,1.7097,1.0912,0.6697,1.0112,0.7659,0.5681,1.0800,0.8278,2.0039,1.2489,1.3254,1.4563,1.5183,1.9048,1.3236,1.0975,0.8920,1.2780
KANDY,1.5499,1.4135,1.2041,1.2320,NQC,1.2688,1.2591,1.7072,1.4413,1.7097,1.0912,0.6697,1.0442,0.7393,0.5865,0.9261,0.7925,1.8855,1.1493,1.6390,1.4694,1.5028,1.7062,1.2685,1.2782,0.9673,1.3497
NUWARA ELIYA,1.6196,1.6318,1.1127,1.1128,1.3413,1.2609,1.2591,1.7221,1.6155,1.7097,1.0912,0.6697,1.1282,0.5186,NQC,0.8728,-0.0576,2.0535,0.6335,1.3012,1.4563,1.2798,1.6831,0.7213,0.8723,0.6082,1.0681
GALLE,1.5356,1.8038,1.2229,1.2377,1.4449,1.2892,1.2591,1.8236,1.4901,1.7097,1.0912,0.6697,1.2613,0.6972,0.0535,1.0997,0.9833,2.1122,1.0783,1.7065,1.4443,1.6060,1.9024,1.2934,1.3176,1.0711,1.3609
MATARA,1.5510,1.7911,1.2174,1.2173,1.3128,1.3061,1.2591,1.8438,1.5734,1.7097,1.0912,0.6697,1.1287,1.0700,0.6811,1.0875,0.6762,2.0723,1.2718,1.7336,1.5603,1.5496,2.0100,1.3459,1.2872,1.0809,1.3502
HAMBANTOTA,1.5173,1.7798,NQC,1.0374,1.3197,1.2982,1.2591,1.6811,1.5549,1.7097,1.0912,0.6697,0.9159,0.6614,0.2734,1.0208,0.6245,1.9027,1.0203,1.6923,1.4689,1.6021,1.6099,1.3027,1.3374,1.1104,1.3608
JAFFNA,1.4598,NQC,NQC,0.9572,NQC,1.1540,1.2591,1.3548,1.1702,1.7097,1.0912,0.6697,1.2043,NQC,-0.0937,1.1080,0.9751,1.9617,1.2979,1.7388,1.3551,1.5589,1.3797,1.3509,1.2150,1.0583,1.3553
KILINOCHCHI,1.5526,NQC,NQC,0.9587,1.4266,1.1442,1.2591,1.3238,1.3765,1.7097,1.0912,0.6697,NQC,NQC,NQC,1.0034,NQC,1.3238,NQC,1.3178,1.1817,1.0237,0.9290,NQC,0.8720,0.4734,0.8949
MANNAR,1.5920,NQC,NQC,1.0619,NQC,1.1552,1.2591,1.0650,1.1896,1.7097,1.0912,0.6697,1.0359,NQC,NQC,0.8482,NQC,1.5693,0.4729,1.4707,1.4705,1.0463,1.7639,1.0933,0.5469,0.3522,0.7306
MULLAITIVU,1.6461,NQC,1.2117,NQC,NQC,1.1958,1.2591,1.5658,1.1836,1.7097,1.0912,0.6697,NQC,NQC,NQC,0.9077,NQC,1.2498,NQC,1.4911,1.1849,0.7543,1.4431,0.7165,0.5726,0.5371,0.5698
VAVUNIYA,1.3174,1.6569,NQC,1.0532,1.3383,NQC,1.2591,1.6188,1.2851,1.7097,1.0912,0.6697,NQC,NQC,NQC,1.0356,NQC,1.7488,0.7056,1.5225,1.5549,1.1570,2.0405,0.7135,1.2292,0.8896,1.0531
TRINCOMALEE,1.6698,1.4990,NQC,0.9470,1.3403,1.3344,1.2591,1.6772,1.2349,1.7097,1.0912,0.6697,0.6160,NQC,NQC,1.1375,0.2069,1.3678,1.3122,1.5588,1.5491,1.2354,1.6668,1.0237,1.0293,0.9288,1.1016
BATTICALOA,1.5635,NQC,1.0977,1.0897,NQC,1.2222,1.2591,1.7445,1.3342,1.7097,1.0912,0.6697,1.0429,NQC,0.8021,0.9939,NQC,2.0229,1.2506,1.5310,1.4509,1.3384,1.5441,1.3141,1.1579,1.0484,1.2576
AMPARA,1.6659,1.4953,NQC,0.9916,1.3140,1.2751,1.2591,1.4429,1.3103,1.7097,1.0912,0.6697,0.9578,0.1072,0.2531,1.0158,0.7401,1.6088,0.9146,1.4474,1.2264,1.1981,1.6587,0.8861,1.0165,0.8596,1.0712
PUTTALAM,1.5841,1.7294,1.0899,NQC,1.3180,1.3366,1.2591,1.7536,1.2811,1.7097,1.0912,0.6697,0.4771,1.9784,NQC,0.8864,0.7015,1.4693,0.6786,1.3475,1.4384,1.3067,1.8480,1.0236,1.0541,0.9377,1.0640
KURUNEGALA,1.6156,1.8039,1.2393,1.2554,1.3235,1.3010,1.2591,1.7298,1.3590,1.7097,1.0912,0.6697,1.1679,0.8923,0.6169,1.0637,1.0022,1.9247,1.1116,1.6197,1.3966,1.5275,1.6678,1.2605,1.2803,1.0196,1.3563
ANURADHAPURA,1.4898,1.6590,1.1501,1.1762,1.3182,1.3053,1.2591,1.7909,1.5666,1.7097,1.0912,0.6697,0.3166,0.2262,-0.0345,0.9754,0.3905,1.6915,1.0165,1.4700,1.5064,1.3866,1.8292,1.2434,1.1118,0.9891,1.2189
POLONNARUWA,1.5368,1.7729,1.1436,1.0740,1.3523,1.2678,1.2591,1.8244,1.3766,1.7097,1.0912,0.6697,0.4470,NQC,0.0778,0.7398,1.1116,1.5049,0.7652,1.3141,1.4111,1.1273,1.8008,0.6901,0.7717,0.7040,0.9675
BADULLA,1.5510,1.7796,1.1152,1.1193,1.3805,1.2933,1.2591,1.8211,1.3535,1.7097,1.0912,0.6697,0.9134,0.6454,0.2706,1.0761,0.5494,1.9214,0.7908,1.4983,1.5751,1.4448,1.6827,1.1443,1.2877,1.0562,1.3069
MONARAGALA,1.6109,1.6893,1.2249,1.2028,1.3171,1.3394,1.2591,1.6468,1.3682,1.7097,1.0912,0.6697,0.5759,0.1659,0.5746,1.1026,0.6034,1.9966,0.8100,1.4741,1.5587,1.4683,1.8142,1.2309,1.1301,0.8842,1.2613
KEGALLE,1.5517,1.5968,1.2441,1.2477,1.3678,1.2760,1.2591,1.7454,1.5945,1.7097,1.0912,0.6697,1.0945,0.4628,0.6021,1.1404,0.9389,2.0723,0.8749,1.5964,1.4342,1.5047,1.8571,1.2025,1.3233,1.0717,1.3095
RATNAPURA,1.6040,1.7623,1.1750,1.1759,1.3158,1.2878,1.2591,1.7394,1.5729,1.7097,1.0912,0.6697,0.8104,0.5249,0.2226,1.0998,0.5435,1.9903,1.0426,1.5941,1.5024,1.5039,1.9577,1.2087,1.2318,1.0688,1.3252
"COURSE 
 
OF 
 
STUDY
 
DISTRICT","GEOGRAPHICAL INFORMATION SCIENCE
(University of Peradeniya)","INFORMATION AND COMMUNICATION TECHNOLOGY 
(ICT)  # 
(Rajarata University of Sri Lanka)","INFORMATION AND COMMUNICATION TECHNOLOGY 
(ICT)  # 
(University of Vavuniya, Sri Lanka)","INFORMATION SYSTEMS #
(University of Colombo School of Computing)","INFORMATION SYSTEMS #
(University of Sri Jayewardenepura)","INFORMATION SYSTEMS #
(University of Sabaragamuwa)","SOFTWARE ENGINEERING
(University of Sri Jayewardenepura)","SOFTWARE ENGINEERING
(University of Kelaniya)","SOFTWARE ENGINEERING
(Sabaragamuwa University of Sri Lanka)","AYURVEDIC MEDICINE & SURGERY 
(University of Colombo)","AYURVEDIC MEDICINE & SURGERY 
(The Gampaha Wickramarachchi University of Indigenous 
Medicine, Sri Lanka)","UNANI MEDICINE & SURGERY 
(University of Colombo)","SIDDHA MEDICINE & SURGERY   
(University of Jaffna)","SIDDHA MEDICINE & SURGERY  
(Eastern University - Trincomalee Campus)","INDIGENOUS MEDICINAL RESOURCES
(The Gampaha Wickramarachchi University of Indigenous 
Medicine, Sri Lanka)","HEALTH INFORMATION AND COMMUNICATION 
TECHNOLOGY
(The Gampaha Wickramarachchi University of Indigenous 
Medicine, Sri Lanka)","HEALTH TOURISM AND HOSPITALITY MANAGEMENT
(The Gampaha Wickramarachchi University of Indigenous 
Medicine, Sri Lanka)","BIOMEDICAL TECHNOLOGY
(The Gampaha Wickramarachchi University of Indigenous 
Medicine, Sri Lanka)","INDIGENOUS PHARMACEUTICAL TECHNOLOGY
(The Gampaha Wickramarachchi University of Indigenous 
Medicine, Sri Lanka)","YOGA AND PARAPSYCHOLOGY
(The Gampaha Wickramarachchi University of Indigenous 
Medicine, Sri Lanka)","SOCIAL STUDIES IN INDIGENOUS KNOWLEDGE
(The Gampaha Wickramarachchi University of Indigenous 
Medicine, Sri Lanka)","HEALTH PROMOTION
(Rajarata University of Sri Lanka)","NURSING
(University of Colombo)","NURSING
(University of Peradeniya)","NURSING
(University of Sri Jayewardenepura)","NURSING
(University of Jaffna)","NURSING
(University of Ruhuna)"
COLOMBO,1.9222,0.8767,0.5421,1.1812,1.1415,0.9414,1.4818,1.5372,1.3875,1.1413,0.8453,0.9695,0.5715,0.4383,0.5043,0.9894,1.2277,1.0057,0.9292,1.2371,1.2723,0.5470,1.1929,1.2342,1.1442,0.8352,0.8522
GAMPAHA,1.9961,0.9018,0.5642,1.2055,1.1482,0.4499,1.4876,1.5317,1.3388,1.1320,0.7884,0.5901,-0.4090,0.4225,0.4798,1.0374,1.2467,1.0278,0.9821,1.3088,1.2789,0.5446,1.1884,1.3383,1.1266,0.8415,0.8532
KALUTARA,1.9233,0.8690,0.7297,1.2078,1.2117,0.3636,1.4958,1.5365,NQC,1.1161,1.0163,0.7780,0.7340,0.5838,0.6228,1.0609,1.2298,1.1620,1.0414,1.3075,1.3080,0.6996,1.1902,1.2597,1.1506,NQC,0.9309
MATALE,1.9493,0.9389,0.6595,NQC,1.5958,0.2153,NQC,NQC,1.1888,1.1834,0.7967,1.0833,NQC,0.5883,0.5791,1.1467,1.1408,1.1511,1.1091,1.3078,1.3261,0.6597,NQC,NQC,1.1356,0.9704,0.9650
KANDY,2.0302,0.8574,0.7592,1.2129,1.3269,0.2190,1.4830,1.5189,1.4210,1.1161,0.8989,1.0023,0.5386,0.5284,0.5812,1.0658,1.2018,1.1061,1.0226,1.3141,1.3616,0.6750,NQC,1.3008,NQC,0.8495,0.8955
NUWARA ELIYA,1.7989,1.1640,0.1790,1.2299,NQC,0.2643,NQC,NQC,0.8187,NQC,0.7445,0.5256,0.2839,NQC,0.3333,1.0474,1.1056,0.9012,0.8341,1.3351,1.3617,0.6223,NQC,NQC,NQC,0.9030,0.9177
GALLE,1.9887,0.8983,0.6911,1.1780,1.1591,0.7929,1.4822,1.5465,1.4546,1.1543,1.0044,0.9355,NQC,0.5437,0.6395,1.1468,1.2610,1.1831,1.0864,1.3263,1.3240,0.7049,1.1939,1.2380,1.1330,1.0061,0.9826
MATARA,2.0730,0.8958,0.7513,1.2019,NQC,0.4869,1.4852,1.5372,NQC,1.1339,1.1313,0.9573,NQC,0.5752,0.6093,1.1646,1.2640,1.2344,1.1012,1.3521,1.3184,0.7267,1.1992,1.2361,1.1294,NQC,1.0174
HAMBANTOTA,1.9968,0.8662,0.8136,1.3559,1.2605,0.2568,1.5052,1.5143,NQC,1.1243,1.1018,0.9321,NQC,0.6160,0.6449,1.1374,1.1071,1.1551,1.0918,1.3120,1.3160,0.7254,1.2266,1.2339,1.1346,NQC,0.9920
JAFFNA,1.8949,0.9188,0.9618,1.2029,NQC,0.2557,1.5082,1.5199,1.6124,1.1722,0.8635,0.7642,0.7470,0.8202,0.6615,0.7980,0.9463,0.8457,0.8371,1.1645,1.2371,0.6562,1.1993,1.2584,1.1534,0.9637,1.0408
KILINOCHCHI,2.0612,NQC,0.5043,NQC,NQC,NQC,NQC,NQC,1.1679,NQC,0.6676,0.6318,0.6740,NQC,0.3229,0.2938,0.9018,0.7141,0.6293,1.1550,1.1664,0.4617,1.1914,NQC,NQC,NQC,1.1375
MANNAR,1.9200,NQC,0.8460,1.2409,NQC,0.2580,NQC,NQC,1.1122,NQC,0.8186,0.8055,0.6423,NQC,0.2385,0.3917,1.0246,0.7467,0.8008,1.3570,1.3138,0.5700,1.2278,NQC,1.1498,0.9179,NQC
MULLAITIVU,1.9218,NQC,1.1284,NQC,NQC,NQC,NQC,1.5418,1.0084,NQC,1.1659,0.4243,0.6910,NQC,0.2822,0.4441,1.1609,0.8908,0.4234,1.1545,1.1523,0.5144,1.3856,NQC,1.1769,0.9836,NQC
VAVUNIYA,1.7666,1.4667,0.7217,NQC,NQC,0.3714,1.4905,NQC,NQC,1.1909,1.0654,0.8336,0.6363,0.8055,0.4235,0.9452,1.0331,1.0332,0.8293,1.3099,1.3168,0.5585,1.2567,NQC,1.1376,1.0390,1.0532
TRINCOMALEE,2.0327,1.0812,0.5191,NQC,NQC,0.3894,NQC,NQC,1.1570,1.1224,1.0945,1.1875,0.7539,0.8129,0.6419,0.7161,0.9219,1.1359,0.6262,1.2732,1.3925,0.5614,1.2220,1.3160,1.1790,1.0192,NQC
BATTICALOA,1.9766,0.8626,0.7440,1.2695,NQC,0.3894,NQC,NQC,1.3163,1.1111,1.0738,1.2597,0.7482,0.7989,0.6362,1.0664,1.1206,1.2084,0.9611,1.1742,1.3948,0.6844,1.2015,NQC,1.1378,0.9374,1.0013
AMPARA,1.9955,0.8770,0.7846,1.3610,NQC,0.4487,1.5052,NQC,1.1844,1.1254,1.1254,1.3318,0.7573,0.7276,0.5632,0.8983,0.9687,0.9017,0.9874,1.2965,1.3052,0.6907,1.1959,1.2359,1.1404,1.0531,1.0786
PUTTALAM,1.8688,0.8809,0.0527,NQC,1.1742,0.7094,NQC,NQC,1.1462,1.1243,1.0073,1.3224,0.5737,0.5631,0.4660,0.7391,1.0655,0.7273,0.6753,1.2870,1.2720,0.6195,1.2663,1.3846,NQC,0.9075,0.9236
KURUNEGALA,2.0336,0.8900,0.6661,1.3119,1.1651,0.2528,1.4925,1.5466,1.3908,1.1356,0.9420,1.0916,0.5313,0.5652,0.6219,1.1512,1.2421,1.1566,1.0954,1.3155,1.3398,0.7368,1.1910,1.2539,1.1575,0.8692,0.8531
ANURADHAPURA,1.9597,0.8672,0.5470,1.2306,NQC,0.4688,1.4966,NQC,1.2106,1.1566,0.9020,0.8270,0.4092,0.4273,0.4326,0.9924,1.1319,0.9687,0.9214,1.2951,1.3138,0.6140,1.3498,1.2371,1.1753,0.8495,0.8702
POLONNARUWA,2.0047,NQC,0.3448,NQC,NQC,0.4235,NQC,NQC,0.7810,1.1235,0.9141,1.0630,0.3184,0.5996,0.5682,0.6785,1.0689,1.1071,1.0940,1.2805,1.3187,0.6335,1.2157,NQC,NQC,0.8400,0.9358
BADULLA,1.9882,0.9184,0.4432,2.1134,NQC,0.2804,1.4869,NQC,1.3114,1.1301,1.0792,0.7582,1.1353,0.4693,0.5296,1.1306,1.1207,1.1073,1.0919,1.3169,1.3376,0.6432,1.2105,1.2557,1.1346,0.9783,0.9479
MONARAGALA,1.9926,NQC,0.2875,NQC,NQC,0.4453,NQC,1.5679,1.2427,1.1112,1.0548,0.8588,0.0480,0.8132,0.5343,0.8673,1.2008,0.8528,0.8524,1.3544,1.3331,0.6200,1.2349,1.2791,1.1471,1.1008,1.0118
KEGALLE,1.9588,0.9015,0.7922,1.1952,1.4896,0.5680,1.4864,1.5653,1.4507,1.1391,0.9274,1.2434,0.6065,0.6019,0.6335,1.1158,1.2645,1.1261,1.1031,1.3169,1.3908,0.7229,NQC,1.2483,NQC,0.8498,0.8756
RATNAPURA,2.0209,0.9586,0.4803,1.2978,1.1581,0.3236,1.4965,1.5318,1.3435,1.1219,0.9978,0.9244,NQC,0.4302,0.5360,1.0478,1.2189,1.0580,1.0389,1.2958,1.2934,0.6395,1.1893,1.3187,1.1310,0.9134,0.9198
"COURSE 
 
OF 
 
STUDY
 
DISTRICT","NURSING
(Eastern University, Sri Lanka)","PHARMACY
(University of Peradeniya)","PHARMACY
(University of Sri Jayewardenepura)","PHARMACY
(University of Jaffna)","PHARMACY
(University of Ruhuna)","MEDICAL LABORATORY SCIENCES
(University of Peradeniya)","MEDICAL LABORATORY SCIENCES
(University of Sri Jayewardenepura)","MEDICAL LABORATORY SCIENCES
(University of Jaffna)","MEDICAL LABORATORY SCIENCES
(University of Ruhuna)","RADIOGRAPHY
(University of Peradeniya)","MEDICAL IMAGING TECHNOLOGY
(University of Colombo)","PHYSIOTHERAPY
(University of Colombo)","PHYSIOTHERAPY
(University of Peradeniya)","OCCUPATIONAL THERAPY
(University of Kelaniya)","OPTOMETRY 
(University of Sri Jayewardenepura)","ENVIRONMENTAL CONSERVATION & 
MANAGEMENT
(University of Kelaniya)","APPLIED CHEMISTRY
(University of Kelaniya)","ELECTRONICS AND COMPUTER SCIENCE
(University of Kelaniya)","ACCOUNTING INFORMATION SYSTEMS
(University of Kelaniya)","FISHERIES & MARINE SCIENCES
(University of Ruhuna)","MARINE AND FRESHWATER SCIENCES
(University of Ruhuna)","ANIMAL SCIENCE & FISHERIES
(University of Peradeniya)","FOOD  PRODUCTION 
& TECHNOLOGY MANAGEMENT
(Wayamba University of Sri Lanka)","FOOD BUSINESS MANAGEMENT 
[Biological / Physical Science Stream]
(Sabaragamuwa University of Sri Lanka)","FOOD BUSINESS MANAGEMENT 
[Commerce Stream]
(Sabaragamuwa University of Sri Lanka)","MANAGEMENT AND INFORMATION 
TECHNOLOGY (SEUSL)
(South Eastern University of Sri Lanka)",
COLOMBO,0.6843,1.6162,1.5306,1.0952,NQC,1.7167,1.6527,1.4305,1.5562,1.4253,1.5533,1.6537,1.6151,1.2904,1.4086,0.8010,1.4664,1.4536,1.6551,0.6364,0.8660,0.9481,0.7182,0.7977,1.2957,1.3457,
GAMPAHA,NQC,1.5741,1.5241,1.1104,1.3994,NQC,NQC,1.3056,1.5674,1.4341,1.5085,NQC,1.5581,1.1592,1.2372,0.8661,1.4405,1.4319,1.5243,0.5586,0.8085,1.0099,0.8552,0.7430,1.2977,1.4300,
KALUTARA,NQC,1.5701,1.5483,NQC,1.4321,1.7401,1.6534,NQC,1.5970,1.4866,1.5391,1.6928,NQC,1.3673,1.3898,0.8829,1.4741,1.4332,1.7029,0.7498,0.8267,1.0219,0.9020,0.7559,1.2797,1.4332,
MATALE,NQC,NQC,1.5392,1.2052,NQC,NQC,NQC,1.3990,1.6323,1.3570,1.3418,NQC,1.5072,1.2230,1.3834,0.7818,1.3373,1.4430,1.5773,0.7222,0.8861,0.9340,0.8352,0.6908,1.1666,1.5725,
KANDY,0.7925,1.6247,1.5465,1.2126,1.3965,1.7092,1.6931,1.4771,1.5533,1.3905,1.4958,1.6857,1.5786,1.2908,1.3863,0.8357,1.3994,1.4093,1.4866,0.6057,0.8251,1.0044,0.9292,0.7817,1.2572,1.5037,
NUWARA ELIYA,0.7229,NQC,NQC,1.0697,NQC,NQC,NQC,1.1843,NQC,1.2336,1.3735,NQC,1.2694,1.1088,1.1477,0.7375,1.2978,0.9738,1.6650,0.5771,0.8625,0.9404,0.7283,0.6827,1.1065,1.3993,
GALLE,NQC,1.5740,1.5364,NQC,1.4923,1.7304,1.6681,1.6107,1.6253,1.4146,1.4766,1.6966,1.6871,1.3834,1.3966,0.9434,1.4173,1.4452,1.5494,0.6993,0.8847,1.0082,0.8833,0.8451,1.3291,1.5275,
