Course,University,District,Z_Score
MEDICINE,University of Peradeniya,PUTTALAM,2.1963
MEDICINE,University of Peradeniya,KURUNEGALA,2.1617
MEDICINE,University of Peradeniya,ANURADHAPURA,2.1629
MEDICINE,University of Peradeniya,POLONNARUWA,2.1597
MEDICINE,University of Peradeniya,BADULLA,2.1757
MEDICINE,University of Peradeniya,MONARAGALA,2.1588
MEDICINE,University of Peradeniya,KEGALLE,2.1918
MEDICINE,University of Peradeniya,RATNAPURA,2.1706
MEDICINE,University of Sri Jayewardenepura,COLOMBO,2.0988
MEDICINE,University of Sri Jayewardenepura,GAMPAHA,2.1131
MEDICINE,University of Sri Jayewardenepura,KALUTARA,2.1097
MEDICINE,University of Sri Jayewardenepura,MATALE,2.128
MEDICINE,University of Sri Jayewardenepura,KANDY,2.1104
MEDICINE,University of Sri Jayewardenepura,NUWARA ELIYA,2.1047
MEDICINE,University of Sri Jayewardenepura,GALLE,2.1309
MEDICINE,University of Sri Jayewardenepura,MATARA,2.1027
MEDICINE,University of Sri Jayewardenepura,HAMBANTOTA,2.1135
MEDICINE,University of Sri Jayewardenepura,JAFFNA,2.0997
MEDICINE,University of Sri Jayewardenepura,KILINOCHCHI,2.1309
MEDICINE,University of Sri Jayewardenepura,VAVUNIYA,2.1173
MEDICINE,University of Sri Jayewardenepura,TRINCOMALEE,2.131
MEDICINE,University of Sri Jayewardenepura,BATTICALOA,2.1062
MEDICINE,University of Sri Jayewardenepura,AMPARA,2.1248
MEDICINE,University of Sri Jayewardenepura,KURUNEGALA,2.1019
MEDICINE,University of Sri Jayewardenepura,ANURADHAPURA,2.1186
MEDICINE,University of Sri Jayewardenepura,BADULLA,2.1252
MEDICINE,University of Sri Jayewardenepura,KEGALLE,2.1411
MEDICINE,University of Sri Jayewardenepura,RATNAPURA,2.1103
MEDICINE,University of Kelaniya,COLOMBO,2.0028
MEDICINE,University of Kelaniya,GAMPAHA,2.0126
MEDICINE,University of Kelaniya,KALUTARA,2.0369
MEDICINE,University of Kelaniya,MATALE,2.0614
MEDICINE,University of Kelaniya,KANDY,2.0099
MEDICINE,University of Kelaniya,NUWARA ELIYA,2.0245
MEDICINE,University of Kelaniya,GALLE,2.0245
MEDICINE,University of Kelaniya,MATARA,2.0192
MEDICINE,University of Kelaniya,HAMBANTOTA,2.0058
MEDICINE,University of Kelaniya,MANNAR,2.0257
MEDICINE,University of Kelaniya,VAVUNIYA,2.0332
MEDICINE,University of Kelaniya,TRINCOMALEE,2.0224
MEDICINE,University of Kelaniya,BATTICALOA,2.0032
MEDICINE,University of Kelaniya,AMPARA,2.0228
MEDICINE,University of Kelaniya,PUTTALAM,2.0144
MEDICINE,University of Kelaniya,KURUNEGALA,2.0102
MEDICINE,University of Kelaniya,ANURADHAPURA,2.0074
MEDICINE,University of Kelaniya,BADULLA,2.0055
MEDICINE,University of Kelaniya,MONARAGALA,2.0111
MEDICINE,University of Kelaniya,KEGALLE,2.01
MEDICINE,University of Kelaniya,RATNAPURA,2.0135
MEDICINE,University of Jaffna,COLOMBO,1.8877
MEDICINE,University of Jaffna,GAMPAHA,1.6662
MEDICINE,University of Jaffna,KALUTARA,1.7774
MEDICINE,University of Jaffna,MATALE,1.6734
MEDICINE,University of Jaffna,KANDY,1.7799
MEDICINE,University of Jaffna,NUWARA ELIYA,1.6672
MEDICINE,University of Jaffna,GALLE,1.8412
MEDICINE,University of Jaffna,JAFFNA,1.8577
MEDICINE,University of Jaffna,KILINOCHCHI,1.6691
MEDICINE,University of Jaffna,MANNAR,1.7713
MEDICINE,University of Jaffna,MULLAITIVU,1.7482
MEDICINE,University of Jaffna,VAVUNIYA,1.683
MEDICINE,University of Jaffna,TRINCOMALEE,1.6618
MEDICINE,University of Jaffna,BATTICALOA,1.7804
MEDICINE,University of Jaffna,AMPARA,1.7666
MEDICINE,University of Jaffna,PUTTALAM,1.6752
MEDICINE,University of Jaffna,KURUNEGALA,1.7814
MEDICINE,University of Jaffna,ANURADHAPURA,1.6667
MEDICINE,University of Jaffna,POLONNARUWA,1.7126
MEDICINE,University of Jaffna,BADULLA,1.6683
MEDICINE,University of Jaffna,MONARAGALA,1.6892
MEDICINE,University of Jaffna,KEGALLE,1.7179
MEDICINE,University of Ruhuna,COLOMBO,1.9245
MEDICINE,University of Ruhuna,GAMPAHA,1.9237
MEDICINE,University of Ruhuna,KALUTARA,1.9223
MEDICINE,University of Ruhuna,MATALE,1.983
MEDICINE,University of Ruhuna,KANDY,1.9235
MEDICINE,University of Ruhuna,NUWARA ELIYA,1.9304
MEDICINE,University of Ruhuna,GALLE,1.9231
MEDICINE,University of Ruhuna,MATARA,1.9309
MEDICINE,University of Ruhuna,HAMBANTOTA,1.9215
MEDICINE,University of Ruhuna,MANNAR,1.9247
MEDICINE,University of Ruhuna,TRINCOMALEE,1.9666
MEDICINE,University of Ruhuna,BATTICALOA,1.9269
MEDICINE,University of Ruhuna,AMPARA,1.9349
MEDICINE,University of Ruhuna,PUTTALAM,1.9549
MEDICINE,University of Ruhuna,KURUNEGALA,1.9247
MEDICINE,University of Ruhuna,ANURADHAPURA,1.9247
MEDICINE,University of Ruhuna,POLONNARUWA,1.9507
MEDICINE,University of Ruhuna,BADULLA,1.9236
MEDICINE,University of Ruhuna,MONARAGALA,1.9839
MEDICINE,University of Ruhuna,KEGALLE,1.9223
MEDICINE,University of Ruhuna,RATNAPURA,1.9227
MEDICINE,University of Moratuwa,COLOMBO,1.8762
MEDICINE,University of Moratuwa,GAMPAHA,1.8568
MEDICINE,University of Moratuwa,KALUTARA,1.8544
MEDICINE,University of Moratuwa,MATALE,1.8715
MEDICINE,University of Moratuwa,KANDY,1.877
MEDICINE,University of Moratuwa,GALLE,1.8515
MEDICINE,University of Moratuwa,MATARA,1.848
MEDICINE,University of Moratuwa,HAMBANTOTA,1.8685
MEDICINE,University of Moratuwa,JAFFNA,1.8575
MEDICINE,University of Moratuwa,BATTICALOA,1.8874
MEDICINE,University of Moratuwa,AMPARA,1.8505
MEDICINE,University of Moratuwa,PUTTALAM,1.8622
MEDICINE,University of Moratuwa,KURUNEGALA,1.8531
MEDICINE,University of Moratuwa,RATNAPURA,1.8802
MEDICINE,"Eastern University, Sri Lanka",MATALE,1.5776
MEDICINE,"Eastern University, Sri Lanka",NUWARA ELIYA,1.5163
MEDICINE,"Eastern University, Sri Lanka",HAMBANTOTA,1.8131
MEDICINE,"Eastern University, Sri Lanka",KILINOCHCHI,1.5516
MEDICINE,"Eastern University, Sri Lanka",VAVUNIYA,1.6524
MEDICINE,"Eastern University, Sri Lanka",TRINCOMALEE,1.6025
MEDICINE,"Eastern University, Sri Lanka",BATTICALOA,1.7744
MEDICINE,"Eastern University, Sri Lanka",AMPARA,1.7123
MEDICINE,"Eastern University, Sri Lanka",PUTTALAM,1.6202
MEDICINE,"Eastern University, Sri Lanka",ANURADHAPURA,1.5275
MEDICINE,"Eastern University, Sri Lanka",POLONNARUWA,1.4926
MEDICINE,"Eastern University, Sri Lanka",BADULLA,1.5883
MEDICINE,"Eastern University, Sri Lanka",MONARAGALA,1.6298
MEDICINE,Rajarata University of Sri Lanka,COLOMBO,1.8962
MEDICINE,Rajarata University of Sri Lanka,GAMPAHA,1.8191
MEDICINE,Rajarata University of Sri Lanka,KALUTARA,1.8267
MEDICINE,Rajarata University of Sri Lanka,MATALE,1.8212
MEDICINE,Rajarata University of Sri Lanka,KANDY,1.8167
MEDICINE,Rajarata University of Sri Lanka,NUWARA ELIYA,1.8889
MEDICINE,Rajarata University of Sri Lanka,GALLE,1.816
MEDICINE,Rajarata University of Sri Lanka,MATARA,1.8311
MEDICINE,Rajarata University of Sri Lanka,HAMBANTOTA,1.8201
MEDICINE,Rajarata University of Sri Lanka,MANNAR,1.8663
MEDICINE,Rajarata University of Sri Lanka,TRINCOMALEE,1.8384
MEDICINE,Rajarata University of Sri Lanka,BATTICALOA,1.8472
MEDICINE,Rajarata University of Sri Lanka,AMPARA,1.8292
MEDICINE,Rajarata University of Sri Lanka,PUTTALAM,1.8232
MEDICINE,Rajarata University of Sri Lanka,KURUNEGALA,1.819
MEDICINE,Rajarata University of Sri Lanka,ANURADHAPURA,1.8314
MEDICINE,Rajarata University of Sri Lanka,POLONNARUWA,1.819
MEDICINE,Rajarata University of Sri Lanka,BADULLA,1.8738
MEDICINE,Rajarata University of Sri Lanka,MONARAGALA,1.8289
MEDICINE,Rajarata University of Sri Lanka,KEGALLE,1.8169
MEDICINE,Rajarata University of Sri Lanka,RATNAPURA,1.8227
MEDICINE,Sabaragamuwa University of Sri Lanka,COLOMBO,1.9197
MEDICINE,Sabaragamuwa University of Sri Lanka,GAMPAHA,1.6464
MEDICINE,Sabaragamuwa University of Sri Lanka,KALUTARA,1.7836
MEDICINE,Sabaragamuwa University of Sri Lanka,KANDY,1.7997
MEDICINE,Sabaragamuwa University of Sri Lanka,NUWARA ELIYA,1.8137
MEDICINE,Sabaragamuwa University of Sri Lanka,GALLE,1.8096
MEDICINE,Sabaragamuwa University of Sri Lanka,MATARA,1.8474
MEDICINE,Sabaragamuwa University of Sri Lanka,HAMBANTOTA,1.8005
MEDICINE,Sabaragamuwa University of Sri Lanka,MANNAR,1.7839
MEDICINE,Sabaragamuwa University of Sri Lanka,AMPARA,1.7166
MEDICINE,Sabaragamuwa University of Sri Lanka,PUTTALAM,1.6485
MEDICINE,Sabaragamuwa University of Sri Lanka,BADULLA,1.6579
MEDICINE,Sabaragamuwa University of Sri Lanka,MONARAGALA,1.648
MEDICINE,Sabaragamuwa University of Sri Lanka,KEGALLE,1.7361
MEDICINE,Sabaragamuwa University of Sri Lanka,RATNAPURA,1.7692
MEDICINE,Wayamba University of Sri Lanka,COLOMBO,1.9044
MEDICINE,Wayamba University of Sri Lanka,GAMPAHA,1.6996
MEDICINE,Wayamba University of Sri Lanka,KALUTARA,1.7756
MEDICINE,Wayamba University of Sri Lanka,MATALE,1.7569
MEDICINE,Wayamba University of Sri Lanka,KANDY,1.7781
MEDICINE,Wayamba University of Sri Lanka,NUWARA ELIYA,1.6996
MEDICINE,Wayamba University of Sri Lanka,GALLE,1.8069
MEDICINE,Wayamba University of Sri Lanka,MATARA,1.8335
MEDICINE,Wayamba University of Sri Lanka,TRINCOMALEE,1.7627
MEDICINE,Wayamba University of Sri Lanka,BATTICALOA,1.7908
MEDICINE,Wayamba University of Sri Lanka,AMPARA,1.7127
MEDICINE,Wayamba University of Sri Lanka,PUTTALAM,1.7082
MEDICINE,Wayamba University of Sri Lanka,KURUNEGALA,1.7781
MEDICINE,Wayamba University of Sri Lanka,ANURADHAPURA,1.7018
MEDICINE,Wayamba University of Sri Lanka,POLONNARUWA,1.7466
MEDICINE,Wayamba University of Sri Lanka,MONARAGALA,1.7704
MEDICINE,Wayamba University of Sri Lanka,KEGALLE,1.7225
MEDICINE,Wayamba University of Sri Lanka,RATNAPURA,1.8032
MEDICINE,Uva Wellassa University of Sri Lanka,GAMPAHA,1.6454
MEDICINE,Uva Wellassa University of Sri Lanka,NUWARA ELIYA,1.5375
MEDICINE,Uva Wellassa University of Sri Lanka,VAVUNIYA,1.6583
MEDICINE,Uva Wellassa University of Sri Lanka,TRINCOMALEE,1.6207
MEDICINE,Uva Wellassa University of Sri Lanka,AMPARA,1.8055
MEDICINE,Uva Wellassa University of Sri Lanka,ANURADHAPURA,1.5373
MEDICINE,Uva Wellassa University of Sri Lanka,POLONNARUWA,1.4761
MEDICINE,Uva Wellassa University of Sri Lanka,BADULLA,1.5978
MEDICINE,Uva Wellassa University of Sri Lanka,RATNAPURA,1.8222
DENTAL SURGERY,University of Peradeniya,COLOMBO,1.8054
DENTAL SURGERY,University of Peradeniya,GAMPAHA,1.6256
DENTAL SURGERY,University of Peradeniya,KALUTARA,1.7634
DENTAL SURGERY,University of Peradeniya,MATALE,1.5707
DENTAL SURGERY,University of Peradeniya,KANDY,1.7681
DENTAL SURGERY,University of Peradeniya,NUWARA ELIYA,1.4818
DENTAL SURGERY,University of Peradeniya,GALLE,1.7994
DENTAL SURGERY,University of Peradeniya,MATARA,1.8153
DENTAL SURGERY,University of Peradeniya,HAMBANTOTA,1.7901
DENTAL SURGERY,University of Peradeniya,JAFFNA,1.8172
DENTAL SURGERY,University of Peradeniya,KILINOCHCHI,1.5495
DENTAL SURGERY,University of Peradeniya,MANNAR,1.7265
DENTAL SURGERY,University of Peradeniya,MULLAITIVU,1.7468
DENTAL SURGERY,University of Peradeniya,VAVUNIYA,1.6004
DENTAL SURGERY,University of Peradeniya,TRINCOMALEE,1.576
DENTAL SURGERY,University of Peradeniya,BATTICALOA,1.7318
DENTAL SURGERY,University of Peradeniya,AMPARA,1.7001
DENTAL SURGERY,University of Peradeniya,PUTTALAM,1.6062
DENTAL SURGERY,University of Peradeniya,KURUNEGALA,1.7717
DENTAL SURGERY,University of Peradeniya,ANURADHAPURA,1.5122
DENTAL SURGERY,University of Peradeniya,POLONNARUWA,1.4402
DENTAL SURGERY,University of Peradeniya,BADULLA,1.5754
DENTAL SURGERY,University of Peradeniya,KEGALLE,1.7085
DENTAL SURGERY,University of Peradeniya,RATNAPURA,1.7599
DENTAL SURGERY,University of Sri Jayewardenepura,COLOMBO,1.8026
DENTAL SURGERY,University of Sri Jayewardenepura,GAMPAHA,1.626
DENTAL SURGERY,University of Sri Jayewardenepura,MATALE,1.5718
DENTAL SURGERY,University of Sri Jayewardenepura,NUWARA ELIYA,1.5162
DENTAL SURGERY,University of Sri Jayewardenepura,HAMBANTOTA,1.7935
DENTAL SURGERY,University of Sri Jayewardenepura,AMPARA,1.7053
DENTAL SURGERY,University of Sri Jayewardenepura,MONARAGALA,1.5915
VETERINARY SCIENCE,University of Peradeniya,COLOMBO,1.7247
VETERINARY SCIENCE,University of Peradeniya,GAMPAHA,1.6125
VETERINARY SCIENCE,University of Peradeniya,KALUTARA,1.7223
VETERINARY SCIENCE,University of Peradeniya,MATALE,1.5366
VETERINARY SCIENCE,University of Peradeniya,KANDY,1.7313
VETERINARY SCIENCE,University of Peradeniya,NUWARA ELIYA,1.4285
VETERINARY SCIENCE,University of Peradeniya,GALLE,1.726
VETERINARY SCIENCE,University of Peradeniya,MATARA,1.7242
VETERINARY SCIENCE,University of Peradeniya,HAMBANTOTA,1.7326
VETERINARY SCIENCE,University of Peradeniya,JAFFNA,1.6952
VETERINARY SCIENCE,University of Peradeniya,KILINOCHCHI,1.4931
VETERINARY SCIENCE,University of Peradeniya,MANNAR,1.5327
VETERINARY SCIENCE,University of Peradeniya,MULLAITIVU,1.6663
VETERINARY SCIENCE,University of Peradeniya,VAVUNIYA,1.5914
VETERINARY SCIENCE,University of Peradeniya,TRINCOMALEE,1.556
VETERINARY SCIENCE,University of Peradeniya,BATTICALOA,1.6891
VETERINARY SCIENCE,University of Peradeniya,AMPARA,1.6939
VETERINARY SCIENCE,University of Peradeniya,PUTTALAM,1.5833
VETERINARY SCIENCE,University of Peradeniya,KURUNEGALA,1.7261
VETERINARY SCIENCE,University of Peradeniya,ANURADHAPURA,1.4768
VETERINARY SCIENCE,University of Peradeniya,POLONNARUWA,1.4252
VETERINARY SCIENCE,University of Peradeniya,BADULLA,1.5625
VETERINARY SCIENCE,University of Peradeniya,MONARAGALA,1.5838
VETERINARY SCIENCE,University of Peradeniya,KEGALLE,1.6219
VETERINARY SCIENCE,University of Peradeniya,RATNAPURA,1.7215
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,COLOMBO,1.7665
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,GAMPAHA,1.6023
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,KALUTARA,1.7503
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,MATALE,1.5604
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,KANDY,1.7251
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,NUWARA ELIYA,1.4099
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,GALLE,1.7503
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,MATARA,1.7529
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,HAMBANTOTA,1.7249
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,JAFFNA,1.7634
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,KILINOCHCHI,1.5195
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,MANNAR,1.5308
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,MULLAITIVU,1.6304
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,VAVUNIYA,1.5381
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,TRINCOMALEE,1.5367
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,BATTICALOA,1.6925
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,AMPARA,1.6829
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,PUTTALAM,1.5805
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,KURUNEGALA,1.7474
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,ANURADHAPURA,1.4769
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,POLONNARUWA,1.5102
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,BADULLA,1.5401
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,MONARAGALA,1.5623
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,KEGALLE,1.6748
BIOCHEMISTRY & MOLECULAR BIOLOGY,University of Colombo,RATNAPURA,1.7379
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,COLOMBO,1.2144
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,GAMPAHA,1.2549
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,KALUTARA,1.2933
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,MATALE,1.2716
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,KANDY,1.3015
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,NUWARA ELIYA,1.2419
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,GALLE,1.2977
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,MATARA,1.3005
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,HAMBANTOTA,1.3405
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,JAFFNA,1.2388
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,KILINOCHCHI,1.0787
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,MANNAR,0.8058
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,MULLAITIVU,1.1665
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,VAVUNIYA,1.1781
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,TRINCOMALEE,1.2275
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,BATTICALOA,1.2514
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,AMPARA,1.2573
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,PUTTALAM,1.2954
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,KURUNEGALA,1.3021
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,ANURADHAPURA,1.318
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,POLONNARUWA,1.1868
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,BADULLA,1.255
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,MONARAGALA,1.2812
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,KEGALLE,1.3604
AGRICULTURAL TECHNOLOGY & MANAGEMENT,University of Peradeniya,RATNAPURA,1.3026
AGRICULTURE,University of Jaffna,COLOMBO,0.6275
AGRICULTURE,University of Jaffna,GAMPAHA,0.6256
AGRICULTURE,University of Jaffna,KALUTARA,0.7552
AGRICULTURE,University of Jaffna,MATALE,0.674
AGRICULTURE,University of Jaffna,KANDY,0.7413
AGRICULTURE,University of Jaffna,NUWARA ELIYA,0.6278
AGRICULTURE,University of Jaffna,GALLE,0.78
AGRICULTURE,University of Jaffna,MATARA,0.905
AGRICULTURE,University of Jaffna,HAMBANTOTA,0.7266
AGRICULTURE,University of Jaffna,JAFFNA,0.7086
AGRICULTURE,University of Jaffna,KILINOCHCHI,0.6708
AGRICULTURE,University of Jaffna,MANNAR,0.7067
AGRICULTURE,University of Jaffna,MULLAITIVU,0.63
AGRICULTURE,University of Jaffna,VAVUNIYA,0.7011
AGRICULTURE,University of Jaffna,TRINCOMALEE,0.6326
AGRICULTURE,University of Jaffna,BATTICALOA,0.6463
AGRICULTURE,University of Jaffna,AMPARA,0.7096
AGRICULTURE,University of Jaffna,PUTTALAM,0.6497
AGRICULTURE,University of Jaffna,KURUNEGALA,0.7292
AGRICULTURE,University of Jaffna,ANURADHAPURA,0.6351
AGRICULTURE,University of Jaffna,POLONNARUWA,0.6345
AGRICULTURE,University of Jaffna,BADULLA,0.7045
AGRICULTURE,University of Jaffna,MONARAGALA,0.7015
AGRICULTURE,University of Jaffna,KEGALLE,0.7747
AGRICULTURE,University of Jaffna,RATNAPURA,0.6513
AGRICULTURE,"Eastern University, Sri Lanka",COLOMBO,0.621
AGRICULTURE,"Eastern University, Sri Lanka",GAMPAHA,0.5565
AGRICULTURE,"Eastern University, Sri Lanka",KALUTARA,0.7524
AGRICULTURE,"Eastern University, Sri Lanka",MATALE,0.6606
AGRICULTURE,"Eastern University, Sri Lanka",KANDY,0.8715
AGRICULTURE,"Eastern University, Sri Lanka",NUWARA ELIYA,0.4572
AGRICULTURE,"Eastern University, Sri Lanka",GALLE,0.7131
AGRICULTURE,"Eastern University, Sri Lanka",MATARA,0.7314
AGRICULTURE,"Eastern University, Sri Lanka",HAMBANTOTA,0.7527
AGRICULTURE,"Eastern University, Sri Lanka",MULLAITIVU,0.5403
AGRICULTURE,"Eastern University, Sri Lanka",VAVUNIYA,0.6
AGRICULTURE,"Eastern University, Sri Lanka",TRINCOMALEE,0.5485
AGRICULTURE,"Eastern University, Sri Lanka",BATTICALOA,0.6522
AGRICULTURE,"Eastern University, Sri Lanka",AMPARA,0.6938
AGRICULTURE,"Eastern University, Sri Lanka",PUTTALAM,0.4993
AGRICULTURE,"Eastern University, Sri Lanka",KURUNEGALA,0.8474
AGRICULTURE,"Eastern University, Sri Lanka",ANURADHAPURA,0.602
AGRICULTURE,"Eastern University, Sri Lanka",POLONNARUWA,0.4731
AGRICULTURE,"Eastern University, Sri Lanka",BADULLA,0.7081
AGRICULTURE,"Eastern University, Sri Lanka",MONARAGALA,1.5712
AGRICULTURE,"Eastern University, Sri Lanka",KEGALLE,0.7774
AGRICULTURE,"Eastern University, Sri Lanka",RATNAPURA,0.6494
AGRICULTURE,Rajarata University of Sri Lanka,COLOMBO,0.7526
AGRICULTURE,Rajarata University of Sri Lanka,GAMPAHA,0.7532
AGRICULTURE,Rajarata University of Sri Lanka,KALUTARA,0.749
AGRICULTURE,Rajarata University of Sri Lanka,MATALE,0.7496
AGRICULTURE,Rajarata University of Sri Lanka,KANDY,0.7486
AGRICULTURE,Rajarata University of Sri Lanka,NUWARA ELIYA,0.7535
AGRICULTURE,Rajarata University of Sri Lanka,GALLE,0.7453
AGRICULTURE,Rajarata University of Sri Lanka,MATARA,0.7472
AGRICULTURE,Rajarata University of Sri Lanka,HAMBANTOTA,0.7473
AGRICULTURE,Rajarata University of Sri Lanka,JAFFNA,0.7724
AGRICULTURE,Rajarata University of Sri Lanka,KILINOCHCHI,0.7443
AGRICULTURE,Rajarata University of Sri Lanka,VAVUNIYA,0.7617
AGRICULTURE,Rajarata University of Sri Lanka,PUTTALAM,0.7512
AGRICULTURE,Rajarata University of Sri Lanka,KURUNEGALA,0.7426
AGRICULTURE,Rajarata University of Sri Lanka,ANURADHAPURA,0.7815
AGRICULTURE,Rajarata University of Sri Lanka,POLONNARUWA,0.9336
AGRICULTURE,Rajarata University of Sri Lanka,BADULLA,0.7514
AGRICULTURE,Rajarata University of Sri Lanka,MONARAGALA,0.7436
AGRICULTURE,Rajarata University of Sri Lanka,KEGALLE,0.7741
AGRICULTURE,Rajarata University of Sri Lanka,RATNAPURA,0.776
AGRICULTURE,Sabaragamuwa University of Sri Lanka,COLOMBO,0.789
AGRICULTURE,Sabaragamuwa University of Sri Lanka,GAMPAHA,0.7928
AGRICULTURE,Sabaragamuwa University of Sri Lanka,KALUTARA,0.7895
AGRICULTURE,Sabaragamuwa University of Sri Lanka,MATALE,0.8637
AGRICULTURE,Sabaragamuwa University of Sri Lanka,KANDY,0.8281
AGRICULTURE,Sabaragamuwa University of Sri Lanka,NUWARA ELIYA,0.8645
AGRICULTURE,Sabaragamuwa University of Sri Lanka,GALLE,0.7935
AGRICULTURE,Sabaragamuwa University of Sri Lanka,MATARA,0.8047
AGRICULTURE,Sabaragamuwa University of Sri Lanka,HAMBANTOTA,0.794
AGRICULTURE,Sabaragamuwa University of Sri Lanka,JAFFNA,0.9733
AGRICULTURE,Sabaragamuwa University of Sri Lanka,TRINCOMALEE,0.8232
